,gpt4o-mini_vote,gpt4o-mini_voor_l_prob,gpt4o-mini_tegen_lprob
2201,voor,-0.012683168,-5.0126834
2202,voor,-0.19918834,-1.8241884
2203,voor,-0.03371094,-11.4087105
2204,voor,-0.011081892,-13.136082
2205,voor,-0.0067090937,-7.256709
2206,tegen,-6.752041,-0.002040699
2207,tegen,-2.129982,-0.12998202
2208,tegen,-7.3778553,-0.0028551593
2209,voor,-0.03810242,-11.913102
2210,voor,-0.10046125,-8.725461
2211,voor,-0.062049806,-11.06205
2212,voor,-0.01608622,-12.016087
2213,voor,-0.05268742,-3.0526874
2214,voor,-0.009223652,-7.5092235
2215,tegen,-6.003945,-0.003944706
2216,voor,-0.07896712,-12.953967
2217,tegen,-1.6026855,-0.22768548
2218,voor,-0.020618381,-11.270618
2219,tegen,-1.9131378,-0.1631378
2220,tegen,-13.378003,-0.003003139
2221,voor,-0.006036039,-5.756036
2222,tegen,-13.876003,-0.001003155
2223,tegen,-9.750921,-0.00092086964
2224,tegen,-3.5310867,-0.031086698
2225,voor,-0.006771857,-10.756772
2226,tegen,-3.6527247,-0.027724832
2227,tegen,-3.2895856,-0.03958555
2228,voor,-0.10028355,-13.725284
2229,tegen,-12.251511,-0.0015103356
2230,tegen,-3.8992107,-0.024210684
2231,tegen,-8.376353,-0.0013529757
2232,voor,-0.014202766,-13.139203
2233,voor,-0.07895776,-12.828958
2234,voor,-0.029797122,-15.029798
2235,voor,-0.05496522,-10.679965
2236,voor,-0.011097457,-11.511098
2237,tegen,-1.4229435,-0.29794344
2238,voor,-0.006766887,-12.631767
2239,voor,-0.016089624,-14.266089
2240,voor,-0.048670143,-10.29867
2241,voor,-0.0380898,-12.41309
2242,voor,-0.020595841,-11.270596
2243,voor,-0.009795049,-15.009795
2244,voor,-0.018190678,-14.76819
2245,voor,-0.033695377,-13.658695
2246,voor,-0.029810317,-12.40481
2247,voor,-0.048647434,-13.673648
2248,voor,-0.100297675,-12.850298
2249,voor,-0.005966715,-13.005967
2250,voor,-0.0048918044,-8.379891
2251,tegen,-1.8063366,-0.18133661
2252,voor,-0.020590937,-15.145591
2253,voor,-0.0051711393,-7.6301713
2254,voor,-0.025837237,-6.0258374
2255,voor,-0.3518083,-1.2268083
2256,voor,-0.1603142,-12.035315
2257,voor,-0.09264899,-2.467649
2258,voor,-0.043233376,-8.668233
2259,voor,-0.018210815,-11.01821
2260,voor,-0.20160055,-9.451601
2261,voor,-0.04943697,-7.174437
2262,voor,-0.12703152,-12.502031
2263,voor,-0.018300358,-9.1433
2264,voor,-0.016176539,-9.266176
2265,tegen,-11.2508,-0.000800219
2266,voor,-0.10027643,-11.850276
2267,voor,-0.018195365,-13.768195
2268,voor,-0.0380983,-14.663098
2269,voor,-0.062044203,-15.312044
2270,voor,-0.03810369,-11.788104
2271,voor,-0.10049974,-8.6005
2272,voor,-0.030983038,-6.780983
2273,voor,-0.033969544,-8.28397
2274,voor,-0.018195948,-14.893196
2275,voor,-0.0023339014,-9.127334
2276,voor,-0.018190911,-13.268191
2277,voor,-0.0028589629,-11.127859
2278,tegen,-8.625853,-0.0008527512
2279,voor,-0.20152211,-14.076522
2280,voor,-0.31489372,-6.8148937
2281,voor,-0.012550152,-14.63755
2282,voor,-0.06203244,-12.437033
2283,voor,-0.4742636,-9.724263
2284,voor,-0.0127430735,-8.637743
2285,voor,-0.02059596,-14.395596
2286,voor,-0.018226504,-10.393227
2287,voor,-0.029816687,-10.904817
2288,tegen,-1.6105132,-0.2355132
2289,voor,-0.020585097,-14.145585
2290,voor,-0.07895401,-13.328954
2291,voor,-0.021772064,-6.771772
2292,voor,-0.0046839495,-10.1296835
2293,voor,-0.011087202,-13.761087
2294,voor,-0.022857562,-4.1478577
2295,voor,-0.0056933034,-7.7556934
2296,voor,-0.003212415,-12.003212
2297,tegen,-1.0754429,-0.4504429
2298,voor,-0.0046750493,-10.504675
2299,voor,-0.016082117,-14.266082
2300,tegen,-8.502896,-0.002896644
2301,voor,-0.028469881,-3.7784698
2302,voor,-0.011099228,-11.511099
2303,voor,-0.016072143,-12.516072
2304,voor,-0.04865595,-11.2986555
2305,voor,-0.06202583,-14.437026
2306,voor,-0.011085427,-13.8860855
2307,voor,-0.0061430344,-5.631143
2308,voor,-0.029807195,-15.154807
2309,voor,-0.005964108,-12.630964
2310,voor,-0.044070397,-6.9190702
2311,voor,-0.07289569,-2.8228958
2312,voor,-0.026341751,-13.901341
2313,tegen,-2.9325106,-0.05751066
2314,voor,-0.022265581,-4.6472654
2315,tegen,-11.3760805,-0.0010802065
2316,tegen,-6.0035405,-0.0035406782
2317,voor,-0.078956984,-13.328957
2318,voor,-0.0059773815,-11.380978
2319,voor,-0.10065379,-7.9756536
2320,voor,-0.048660945,-13.298661
2321,voor,-0.009801659,-12.384802
2322,voor,-0.029801289,-12.279801
2323,voor,-0.007643425,-13.132644
2324,voor,-0.011088028,-12.636088
2325,voor,-0.02058977,-14.14559
2326,tegen,-5.1338267,-0.008826577
2327,tegen,-1.8150692,-0.19006923
2328,tegen,-10.251993,-0.0019929935
2329,voor,-0.039537646,-3.5395377
2330,voor,-0.033702638,-11.658703
2331,tegen,-9.000967,-0.0009669648
2332,voor,-0.062048916,-12.062049
2333,voor,-0.04867957,-13.298679
2334,voor,-0.47807398,-0.97807395
2335,voor,-0.007649103,-11.757649
2336,voor,-0.038109764,-11.03811
2337,voor,-0.12973486,-2.1297348
2338,voor,-0.01537086,-4.765371
2339,voor,-0.029852424,-10.029853
2340,voor,-0.03874621,-7.4137464
2341,voor,-0.0052731303,-12.755273
2342,voor,-0.0097906785,-14.75979
2343,voor,-0.009800835,-14.259801
2344,tegen,-5.6298933,-0.004893112
2345,tegen,-11.626303,-0.0013030954
2346,voor,-0.10027384,-13.100274
2347,voor,-0.02059853,-13.145598
2348,voor,-0.023346338,-9.898346
2349,voor,-0.01047525,-5.885475
2350,voor,-0.008667283,-11.133667
2351,voor,-0.009994054,-6.634994
2352,tegen,-1.7031795,-0.20317948
2353,tegen,-9.001196,-0.0011959441
2354,tegen,-9.501737,-0.0017367053
2355,voor,-0.0811781,-6.206178
2356,voor,-0.39238623,-1.1423862
2357,voor,-0.16029643,-14.035296
2358,tegen,-10.625877,-0.0008777546
2359,tegen,-10.625877,-0.0008777546
2360,voor,-0.012558975,-12.262559
2361,voor,-0.043069076,-11.543069
2362,voor,-0.16033451,-10.660335
2363,voor,-0.16032963,-12.28533
2364,voor,-0.01256039,-12.137561
2365,voor,-0.017012613,-7.0170126
2366,voor,-0.014305823,-9.264306
2367,voor,-0.011091449,-14.386091
2368,voor,-0.003739268,-9.253739
2369,voor,-0.0067487666,-13.381749
2370,voor,-0.0037011395,-9.628701
2371,voor,-0.012557209,-13.262557
2372,voor,-0.007738416,-9.257738
2373,voor,-0.1270309,-12.127031
2374,voor,-0.06203143,-12.812032
2375,voor,-0.05505132,-9.180051
2376,voor,-0.002849806,-8.00285
2377,tegen,-4.1579714,-0.03297141
2378,voor,-0.038092438,-12.788093
2379,voor,-0.043114174,-9.793114
2380,voor,-0.005389688,-9.005389
2381,tegen,-7.504436,-0.0044358163
2382,voor,-0.016088333,-11.8910885
2383,voor,-0.00868501,-10.508685
2384,tegen,-2.35308,-0.103080034
2385,voor,-0.016089743,-12.516089
2386,voor,-0.026398996,-10.276399
2387,voor,-0.02980199,-13.154802
2388,voor,-0.02058335,-14.895583
2389,voor,-0.016389642,-8.14139
2390,voor,-0.023298353,-12.273298
2391,voor,-0.034620825,-7.034621
2392,voor,-0.011087436,-13.636087
2393,voor,-0.10030091,-11.975301
2394,voor,-0.43297568,-1.0579756
2395,voor,-0.050537493,-4.4255376
2396,voor,-0.011387082,-5.011387
2397,voor,-0.011090856,-14.636091
2398,voor,-0.07898893,-11.203989
2399,voor,-0.016639858,-7.5166397
2400,voor,-0.012292066,-6.012292
2401,voor,-0.12009867,-2.2450986
2402,voor,-0.0052903234,-7.3802905
2403,voor,-0.014203814,-14.139204
2404,voor,-0.029820729,-10.65482
2405,voor,-0.00983377,-10.134833
2406,voor,-0.020596195,-13.7705965
2407,voor,-0.078963704,-13.078963
2408,voor,-0.026348142,-12.651348
2409,voor,-0.005347721,-9.505347
2410,voor,-0.018342733,-8.893343
2411,voor,-0.062026843,-15.312027
2412,voor,-0.35475856,-1.2297585
2413,tegen,-1.9116161,-0.16161604
2414,voor,-0.014199707,-14.764199
2415,voor,-0.012632546,-5.8876324
2416,tegen,-0.83114296,-0.58114296
2417,voor,-0.016155075,-6.2661552
2418,voor,-0.16523212,-1.9152322
2419,voor,-0.2015228,-13.701523
2420,voor,-0.038105413,-15.163105
2421,voor,-0.10029574,-12.350296
2422,tegen,-13.000679,-0.0006794308
2423,voor,-0.016352814,-8.266353
2424,voor,-0.051475357,-4.0514755
2425,voor,-0.012555561,-11.262555
2426,tegen,-5.1340675,-0.009067488
2427,tegen,-8.00139,-0.0013908312
2428,tegen,-1.2265675,-0.35156745
2429,voor,-0.029794803,-14.029795
2430,voor,-0.10026545,-12.8502655
2431,voor,-0.016334055,-5.266334
2432,voor,-0.03370426,-13.908704
2433,voor,-0.20150232,-13.576502
2434,voor,-0.11574344,-5.9907436
2435,voor,-0.03810128,-15.288101
2436,voor,-0.013200003,-7.3882
2437,voor,-0.06205205,-12.812052
2438,tegen,-7.25147,-0.0014699879
2439,tegen,-11.252263,-0.0022632594
2440,voor,-0.012262389,-6.7622623
2441,tegen,-4.1446295,-0.019629484
2442,tegen,-6.627401,-0.0024008628
2443,tegen,-4.513496,-0.013495832
2444,voor,-0.011213214,-5.2612133
2445,voor,-0.0486421,-12.798642
2446,voor,-0.03810288,-15.288103
2447,voor,-0.018198172,-15.018198
2448,voor,-0.007715467,-9.507715
2449,voor,-0.023299286,-17.0233
2450,voor,-0.023296492,-12.398296
2451,voor,-0.09483787,-2.844838
2452,voor,-0.010613974,-7.135614
2453,voor,-0.029810892,-11.404811
2454,voor,-0.016082935,-12.266083
2455,voor,-0.012566985,-11.262567
2456,voor,-0.03439165,-3.5343916
2457,voor,-0.07895731,-12.703958
2458,voor,-0.16031796,-12.535318
2459,voor,-0.014216277,-12.514216
2460,voor,-0.078977585,-11.453978
2461,voor,-0.12703016,-15.25203
2462,voor,-0.005718078,-6.005718
2463,voor,-0.078978136,-13.578979
2464,voor,-0.12703614,-15.127036
2465,voor,-0.016086575,-12.391087
2466,voor,-0.062069975,-13.68707
2467,voor,-0.009795284,-13.884795
2468,voor,-0.014330034,-9.01433
2469,voor,-0.07898177,-10.453981
2470,voor,-0.1602949,-13.410295
2471,voor,-0.01109121,-14.886091
2472,voor,-0.07898221,-13.578982
2473,voor,-0.048653793,-14.173654
2474,voor,-0.25204545,-14.377046
2475,voor,-0.04864811,-15.048648
2476,voor,-0.033703797,-14.408704
2477,voor,-0.016075075,-13.016075
2478,voor,-0.008780375,-9.1337805
2479,voor,-0.05611366,-4.9311137
2480,voor,-0.048649702,-11.54865
2481,tegen,-7.8765974,-0.0015974608
2482,voor,-0.0232994,-13.023299
2483,voor,-0.01420347,-12.764203
2484,voor,-0.033702757,-11.783703
2485,voor,-0.026350582,-13.776351
2486,voor,-0.024632284,-4.7746325
2487,voor,-0.0025674566,-9.752567
2488,tegen,-7.501291,-0.0012907129
2489,voor,-0.062039606,-13.687039
2490,tegen,-1.0615718,-0.43657184
2491,voor,-0.012812278,-6.387812
2492,voor,-0.16033614,-13.9103365
2493,voor,-0.062031206,-13.187031
2494,voor,-0.038592298,-3.9135923
2495,voor,-0.0059823627,-11.130982
2496,voor,-0.012551564,-12.012551
2497,voor,-0.029813787,-11.279814
2498,voor,-0.04864732,-12.923647
2499,voor,-0.023516709,-8.523517
2500,voor,-0.04864289,-12.923643
2501,voor,-0.012564985,-11.137565
2502,voor,-0.100291535,-13.100291
2503,voor,-0.01446411,-8.264464
2504,voor,-0.011299745,-8.5113
2505,voor,-0.04338953,-8.043389
2506,voor,-0.100283444,-16.725283
2507,tegen,-7.752668,-0.002667927
2508,tegen,-8.750818,-0.00081784645
2509,voor,-0.012645381,-9.512646
2510,tegen,-7.625988,-0.0009881501
2511,voor,-0.03839213,-4.788392
2512,voor,-0.0038536324,-7.378854
2513,voor,-0.0051510967,-5.6301513
2514,voor,-0.033969775,-8.28397
2515,tegen,-4.2682962,-0.01829626
2516,voor,-0.048647884,-13.173648
2517,tegen,-13.627097,-0.002097326
2518,voor,-0.029798742,-14.5297985
2519,tegen,-11.253412,-0.0034120353
2520,tegen,-7.504006,-0.0040057423
2521,voor,-0.004713734,-9.754714
2522,voor,-0.038104605,-11.163105
2523,voor,-0.011084846,-13.136085
2524,voor,-0.011089559,-12.511089
2525,voor,-0.026347676,-14.276348
2526,voor,-0.02635406,-13.151354
2527,voor,-0.06390889,-2.8139088
2528,voor,-0.01892812,-7.268928
2529,voor,-0.055004712,-10.055005
2530,voor,-0.018201452,-13.893202
2531,voor,-0.10028603,-12.3502865
2532,voor,-0.026469592,-9.151469
2533,voor,-0.048647434,-13.923648
2534,voor,-0.07902407,-9.579024
2535,voor,-0.014400776,-5.389401
2536,voor,-0.06203143,-13.937032
2537,voor,-0.10031245,-10.100312
2538,voor,-0.0052666,-12.255266
2539,voor,-0.0068655093,-6.1318655
2540,voor,-0.0059593758,-15.2559595
2541,voor,-0.079718895,-7.204719
2542,tegen,-10.75101,-0.0010094692
2543,voor,-0.063325204,-6.6883254
2544,tegen,-7.0018444,-0.0018442784
2545,voor,-0.062019445,-13.187019
2546,voor,-0.25201842,-12.877018
2547,voor,-0.10030868,-10.100308
2548,voor,-0.01420935,-13.01421
2549,voor,-0.16031754,-12.535317
2550,voor,-0.014206168,-15.014206
2551,voor,-0.055024005,-9.430024
2552,voor,-0.062038373,-11.812038
2553,voor,-0.12700266,-13.252003
2554,voor,-0.023290083,-13.39829
2555,voor,-0.0046916613,-10.254692
2556,voor,-0.018187288,-15.8931875
2557,voor,-0.062025268,-12.312025
2558,voor,-0.029806035,-14.529806
2559,voor,-0.014195356,-15.264195
2560,voor,-0.012554042,-14.637554
2561,voor,-0.16030882,-12.160309
2562,tegen,-9.626109,-0.0011092591
2563,voor,-0.013311284,-6.1383114
2564,tegen,-8.253469,-0.0034697556
2565,tegen,-8.629135,-0.004135038
2566,voor,-0.115291975,-2.240292
2567,voor,-0.010069362,-8.260069
2568,tegen,-12.000747,-0.00074626005
2569,voor,-0.63602716,-0.76102716
2570,voor,-0.018195365,-13.768195
2571,voor,-0.038276717,-8.663277
2572,voor,-0.09250045,-2.4675004
2573,voor,-0.43297568,-1.0579756
2574,voor,-0.07910051,-8.954101
2575,voor,-0.08743307,-2.837433
2576,tegen,-13.258969,-0.008969075
2577,voor,-0.026355222,-13.026355
2578,voor,-0.014223561,-10.889223
2579,voor,-0.0052873613,-7.380287
2580,voor,-0.01111172,-10.761111
2581,voor,-0.026364047,-11.151364
2582,voor,-0.023296025,-13.773296
2583,voor,-0.03370714,-11.658707
2584,voor,-0.43297568,-1.0579756
2585,voor,-0.12702575,-16.252026
2586,voor,-0.038095996,-13.163096
2587,voor,-0.048652314,-13.423653
2588,tegen,-11.501106,-0.0011059215
2589,voor,-0.100294545,-14.100294
2590,tegen,-7.001462,-0.0014620234
2591,voor,-0.012552388,-13.012552
2592,voor,-0.030993443,-4.9059935
2593,tegen,-2.2391436,-0.114143625
2594,tegen,-2.1281178,-0.12811778
2595,voor,-0.026351627,-13.026352
2596,voor,-0.038098976,-13.288099
2597,voor,-0.020600278,-11.8956
2598,voor,-0.008838155,-8.633838
2599,voor,-0.10029445,-13.725294
2600,voor,-0.008655584,-11.883656
2601,voor,-0.048652884,-12.798653
2602,voor,-0.6242065,-0.8742065
2603,voor,-0.03811849,-10.413118
2604,voor,-0.20148379,-14.576484
2605,voor,-0.01819583,-12.268196
2606,voor,-0.062043082,-14.437043
2607,voor,-0.009811456,-10.759811
2608,voor,-0.0039836545,-8.0039835
2609,voor,-0.012546151,-14.012547
2610,voor,-0.048647206,-14.923647
2611,voor,-0.016140763,-9.766141
2612,voor,-0.008664679,-11.883665
2613,voor,-0.026387382,-10.276387
2614,voor,-0.038104035,-14.413104
2615,voor,-0.04027979,-4.29028
2616,voor,-0.1862276,-1.8112276
2617,tegen,-3.2908294,-0.04082949
2618,voor,-0.06207849,-9.812078
2619,voor,-0.054996252,-9.9299965
2620,tegen,-4.142148,-0.01714808
2621,voor,-0.0022176998,-13.377217
2622,voor,-0.12707299,-9.502073
2623,voor,-0.027183902,-4.152184
2624,voor,-0.20152025,-12.32652
2625,tegen,-11.256967,-0.00696649
2626,voor,-0.06935269,-4.9443526
2627,voor,-0.20153768,-15.076538
2628,tegen,-6.129642,-0.004642069
2629,voor,-0.060711555,-5.1857114
2630,voor,-0.04865243,-12.048653
2631,voor,-0.52798975,-0.90298975
2632,tegen,-12.000832,-0.0008315439
2633,voor,-0.018206248,-12.018207
2634,tegen,-5.508173,-0.0081728045
2635,voor,-0.033702295,-13.533702
2636,voor,-0.015737304,-6.5157375
2637,tegen,-9.004906,-0.004906039
2638,tegen,-6.7528744,-0.0028741767
2639,tegen,-4.0255966,-0.025596729
2640,voor,-0.029796196,-13.029797
2641,voor,-0.03734373,-3.6623437
2642,voor,-0.02059187,-14.270592
2643,voor,-0.0789756,-14.203976
2644,voor,-0.008673784,-10.883674
2645,voor,-0.008648134,-13.258648
2646,voor,-0.023280075,-13.77328
2647,voor,-0.011465223,-4.761465
2648,voor,-0.005990655,-11.005991
2649,tegen,-1.320736,-0.32073602
2650,voor,-0.026579177,-8.401579
2651,voor,-0.048657313,-14.298657
2652,voor,-0.008653219,-13.008654
2653,voor,-0.008782379,-9.008782
2654,voor,-0.0076785535,-10.382679
2655,voor,-0.011088847,-13.761088
2656,voor,-0.16029632,-12.785296
2657,voor,-0.1270057,-12.877006
2658,voor,-0.062021684,-12.812021
2659,voor,-0.06204633,-15.062046
2660,voor,-0.10026663,-12.600266
2661,voor,-0.03810759,-16.413107
2662,voor,-0.016088804,-12.5160885
2663,voor,-0.0029828101,-8.877983
2664,voor,-0.2366566,-1.6116567
2665,tegen,-6.252429,-0.0024291673
2666,tegen,-10.502022,-0.002021663
2667,tegen,-10.876262,-0.0012620179
2668,voor,-0.015167292,-4.515167
2669,tegen,-1.5039684,-0.25396836
2670,voor,-0.048645843,-14.048646
2671,voor,-0.078960285,-12.70396
2672,voor,-0.004645623,-15.379645
2673,voor,-0.12704413,-10.877044
2674,voor,-0.04385,-3.54385
2675,voor,-0.07895941,-12.328959
2676,voor,-0.008658304,-13.508658
2677,voor,-0.009830585,-10.13483
2678,voor,-0.04869433,-10.673695
2679,voor,-0.011088262,-14.136088
2680,voor,-0.062043983,-12.812044
2681,voor,-0.0068650325,-6.131865
2682,voor,-0.016089156,-12.891089
2683,voor,-0.0041206693,-11.754121
2684,tegen,-6.0056796,-0.0056796684
2685,voor,-0.006751851,-12.506752
2686,voor,-0.062051825,-13.937052
2687,voor,-0.10029552,-13.975295
2688,voor,-0.04867355,-13.048674
2689,voor,-0.011106184,-11.2611065
2690,tegen,-12.125928,-0.0009282566
2691,voor,-0.014219566,-11.389219
2692,voor,-0.062056527,-10.562057
2693,voor,-0.075197294,-5.325197
2694,voor,-0.009801419,-12.009802
2695,voor,-0.008085059,-7.7580853
2696,voor,-0.029824419,-10.779824
2697,voor,-0.014305241,-9.264305
2698,voor,-0.13445601,-2.134456
2699,voor,-0.02330674,-11.148307
2700,voor,-0.01110406,-11.386104
