,gpt-3.5_centristisch,gpt-3.5_centrist_voor_lprob,gpt-3.5_centrist_tegen_lprob,gpt-3.5_rechts,gpt-3.5_right_voor_lprob,gpt-3.5_right_tegen_lprob,gpt-3.5_rightcons_vote,gpt-3.5_rightcons_voor_l_prob,gpt-3.5_rightcons_tegen_lprob
2002,voor,-0.033340093,-12.817707,tegen,-1.6036577,-11.164918,tegen,-1.7138125,-14.176339
2003,tegen,-5.0711465,-13.726047,tegen,-2.8751938,-13.109668,tegen,-3.4912262,-13.567907
2004,voor,-0.118261635,-13.502232,voor,-0.47660592,-12.364986,tegen,-1.4506706,-14.876707
2005,tegen,-1.0166867,-13.084464,voor,-0.035158217,-11.908289,voor,-0.07700683,-15.189632
2006,tegen,-0.98618525,-14.116003,voor,-0.6486199,-14.630956,tegen,-1.2529757,-13.814762
2007,tegen,-4.1229825,-13.424414,tegen,-0.99879956,-15.66565,voor,-0.6076603,-15.483934
2008,voor,-0.4664597,-12.108528,tegen,-0.93161696,-12.379378,tegen,-3.5760498,-14.411541
2009,tegen,-1.9562025,-12.574819,voor,-0.11547233,-16.259521,voor,-0.14029111,-16.041231
2010,voor,-0.29669008,-13.251509,voor,-0.33353946,-12.285792,tegen,-0.9818598,-14.58966
2011,tegen,-1.9865433,-13.183996,voor,-0.123469636,-13.432717,voor,-0.029688587,-17.771276
2012,tegen,-1.7246065,-12.670318,tegen,-1.4836653,-12.764637,tegen,-5.190714,-14.236958
2013,voor,-0.17848521,-12.979957,tegen,-0.72626984,-11.455186,tegen,-1.3471372,-15.016483
2014,tegen,-2.494569,-14.621345,voor,-0.6476703,-11.93663,tegen,-1.2452495,-14.664422
2015,tegen,-1.8132943,-15.686824,tegen,-2.2942786,-15.57875,tegen,-5.787492,-16.102922
2016,tegen,-2.3780506,-12.830565,tegen,-2.1327803,-15.707993,tegen,-3.1099808,-15.2059355
2017,voor,-0.2563869,-17.575705,tegen,-0.78623235,-13.148569,tegen,-3.615391,-16.706005
2018,voor,-0.018979713,-13.232758,tegen,-2.972949,-15.853971,tegen,-5.5893655,-15.912153
2019,voor,-0.052816458,-14.461153,tegen,-1.0532767,-13.746461,tegen,-3.220944,-15.513828
2020,tegen,-3.596409,-14.103119,tegen,-3.315243,-16.872776,tegen,-3.0416412,-15.96734
2021,tegen,-1.69758,-12.833946,tegen,-3.1229577,-15.807391,tegen,-4.3387747,-15.195146
2022,tegen,-3.7382286,-0.05959382,tegen,-2.4887679,-13.76046,tegen,-4.2207904,-13.781693
2023,voor,-0.007735223,-14.537179,voor,-0.035070512,-14.416431,voor,-0.25501403,-16.014816
2024,voor,-0.009599186,-13.586658,voor,-0.036366533,-13.2633505,voor,-0.6727984,-14.569565
2025,tegen,-1.1057348,-11.680785,tegen,-2.6473014,-14.304538,tegen,-7.2603035,-16.259787
2026,voor,-0.0025984843,-14.900655,tegen,-0.86541677,-12.736861,tegen,-3.599762,-14.880102
2027,tegen,-2.2821023,-13.384541,voor,-0.549672,-14.192508,tegen,-1.3428917,-13.932377
2028,tegen,-6.200347,-15.363467,tegen,-2.5081615,-12.704203,tegen,-6.0360622,-15.518135
2029,tegen,-2.4662347,-13.776425,tegen,-2.8859003,-16.042898,tegen,-3.904437,-15.721004
2030,voor,-0.009102103,-13.875721,tegen,-1.787181,-15.390792,tegen,-5.0406494,-15.86936
2031,tegen,-1.2591022,-15.585094,tegen,-2.336917,-13.703641,tegen,-3.1705768,-14.370353
2032,tegen,-2.1446557,-13.170785,tegen,-5.9616413,-16.993517,tegen,-7.523639,-17.007044
2033,voor,-0.024046486,-13.803731,tegen,-1.0935414,-11.481982,tegen,-4.333115,-13.959479
2034,tegen,-2.583959,-14.243673,tegen,-3.6906028,-15.363408,tegen,-8.906805,-15.847635
2035,voor,-0.0011736787,-15.144509,tegen,-4.143075,-15.6621275,tegen,-10.696054,-16.941282
2036,tegen,-5.0329785,-14.897167,tegen,-5.144115,-15.329829,tegen,-8.048795,-15.631671
2037,tegen,-5.583768,-12.916606,tegen,-11.424469,-15.553616,tegen,-12.466863,-15.675878
2038,tegen,-4.308973,-14.754333,tegen,-2.740929,-13.444805,tegen,-6.6842546,-16.795044
2039,tegen,-5.29522,-15.583454,tegen,-1.9453565,-15.260458,tegen,-3.717138,-14.711176
2040,voor,-0.04260093,-13.917902,tegen,-5.347175,-16.36164,tegen,-7.339258,-16.096954
2041,voor,-0.18312062,-16.77587,tegen,-0.7543403,-13.796441,tegen,-2.1191237,-15.421108
2042,tegen,-0.82100433,-13.443862,tegen,-0.75974333,-12.903575,tegen,-3.259653,-12.963814
2043,tegen,-4.22983,-13.226896,tegen,-2.2114608,-13.222606,tegen,-2.7590551,-14.830388
2044,voor,-0.16579846,-14.021887,tegen,-1.7586635,-14.6646595,tegen,-2.9901097,-16.384584
2045,voor,-0.75954586,-11.706057,voor,-0.4142652,-12.7648535,tegen,-1.5743471,-13.190284
2046,voor,-0.0013227421,-15.014462,tegen,-1.0389608,-13.367217,tegen,-7.2011333,-16.055746
2047,tegen,-2.6504436,-13.304402,tegen,-3.3987894,-14.043572,tegen,-3.3950286,-14.454543
2048,tegen,-1.6235929,-14.017704,tegen,-2.4781559,-12.578971,tegen,-2.6775045,-14.712203
2049,tegen,-4.950975,-13.857132,voor,-0.65577847,-12.142979,tegen,-1.7948099,-14.504165
2050,tegen,-3.2815015,-13.599785,voor,-0.16122165,-15.800202,voor,-0.46825552,-15.052698
2051,tegen,-6.5920377,-15.706838,tegen,-1.0092185,-14.435543,tegen,-3.6192958,-14.587384
2052,tegen,-3.1259181,-13.324271,tegen,-1.2542931,-13.30595,tegen,-1.167225,-14.103014
2053,tegen,-2.9654212,-14.08165,voor,-0.25543424,-12.465511,voor,-0.21008895,-15.154324
2054,tegen,-2.534741,-12.986494,tegen,-4.988101,-14.447364,tegen,-6.2980638,-15.641479
2055,tegen,-4.1958575,-14.631643,tegen,-2.791996,-13.586819,tegen,-3.5576406,-14.467303
2056,voor,-0.06321744,-13.645309,tegen,-1.2302887,-12.573506,tegen,-1.7014891,-14.326465
2057,tegen,-4.3637915,-13.5675745,voor,-0.24390742,-15.951663,voor,-0.5732741,-14.713397
2058,tegen,-2.7571344,-12.717483,tegen,-4.9681673,-14.391324,tegen,-7.803336,-15.679605
2059,tegen,-7.181377,-12.464695,tegen,-1.8146892,-11.056947,tegen,-4.3415728,-12.822574
2060,tegen,-13.597333,-0.0084331315,tegen,-5.969938,-0.13924943,voor,-0.40427974,-12.755556
2061,tegen,-7.365645,-14.558889,tegen,-3.736945,-14.432021,tegen,-3.5709631,-14.080685
2062,tegen,-1.5105784,-13.577621,tegen,-1.2593486,-12.348752,tegen,-2.4434237,-11.599579
2063,tegen,-7.8822255,-14.579573,voor,-0.11383303,-12.38956,voor,-0.09935058,-15.3095045
2064,Ik stem voor.,-2.171239,-0.8816463,tegen,-3.833993,-11.774507,tegen,-5.230194,-15.077538
2065,tegen,-2.2255237,-13.806558,tegen,-2.799244,-13.093069,tegen,-1.8262377,-12.542958
2066,tegen,-2.0504632,-13.746867,tegen,-3.31593,-13.8149805,tegen,-7.999554,-16.226868
2067,tegen,-1.7142518,-13.680245,tegen,-1.4497583,-15.360199,tegen,-3.234042,-15.381379
2068,voor,-0.55842453,-12.138272,tegen,-0.93179554,-14.886032,tegen,-2.5903087,-14.919999
2069,tegen,-1.1467832,-13.28313,tegen,-0.92411983,-15.949144,tegen,-2.355792,-14.639489
2070,tegen,None,-0.0009858888,tegen,-3.211006,-13.417927,tegen,-0.7314343,-15.117842
2071,tegen,-1.1616554,-15.019306,tegen,-1.4033763,-11.226573,tegen,-2.9237437,-11.887744
2072,voor,-0.02730338,-13.655191,tegen,-1.253152,-11.562909,tegen,-4.171629,-15.864468
2073,voor,-0.1064588,-13.3734665,tegen,-3.312148,-15.752151,tegen,-4.208369,-15.460956
2074,voor,-0.58348006,-13.2552,tegen,-4.087206,-14.269936,tegen,-6.9545274,-16.378365
2075,tegen,-3.2068555,-13.8253,voor,-0.29102725,-12.326908,tegen,-1.0745326,-14.650176
2076,tegen,-1.3475003,-11.150133,tegen,-1.419103,-12.9462595,tegen,-3.882505,-15.149764
2077,tegen,-3.36785,-14.068662,tegen,-1.1330258,-13.367243,tegen,-2.1470275,-13.793197
2078,voor,-0.19156756,-11.097371,tegen,-1.5863094,-11.412729,tegen,-2.0662231,-11.010939
2079,tegen,-5.2932153,-12.736055,tegen,-4.417657,-14.30598,tegen,-6.439523,-14.588003
2080,tegen,-3.391142,-12.874611,tegen,-0.9851564,-12.608525,tegen,-1.7005278,-14.104634
2081,tegen,-12.398106,-15.261974,tegen,-2.886111,-12.130956,tegen,-5.463842,-14.455897
2082,tegen,-3.1581895,-14.029373,voor,-0.35612932,-15.242181,tegen,-1.7260075,-14.448702
2083,tegen,-5.034689,-13.882853,tegen,-0.92712605,-11.8250675,tegen,-2.3520727,-13.831277
2084,tegen,-10.220791,-14.865847,tegen,-3.3828888,-13.90476,tegen,-6.6024632,-14.509775
2085,tegen,-4.4942904,-14.849978,tegen,-4.913044,-15.072699,tegen,-7.0277915,-16.54671
2086,voor,-0.12218106,-12.530224,tegen,-8.341901,-17.178228,tegen,-10.515436,-17.033295
2087,voor,-0.51444066,-13.7449665,tegen,-1.3705554,-14.464682,tegen,-3.1808236,-13.988767
2088,tegen,-1.6474639,-12.531669,tegen,-1.545116,-14.744005,voor,-0.49134004,-16.648252
2089,tegen,-2.8051286,-13.873144,tegen,-4.1021643,-15.10843,tegen,-7.188842,-15.571424
2090,tegen,-8.314053,-14.45981,tegen,-10.339949,-15.657444,tegen,-7.781922,-15.671772
2091,tegen,-6.7663574,-0.0019491063,tegen,-4.7668858,-13.717478,tegen,-5.380915,-15.114689
2092,tegen,-1.84559,-13.708552,tegen,-2.3301659,-15.021885,tegen,-5.183392,-15.726604
2093,tegen,-3.0724952,-12.679143,tegen,-0.7212053,-12.120423,tegen,-0.84474933,-13.199404
2094,tegen,-3.5794466,-14.823753,tegen,-1.1052765,-14.6619835,tegen,-3.6837928,-13.529698
2095,tegen,-3.748732,-12.704712,voor,-0.510781,-12.727359,tegen,-1.8078393,-12.877805
2096,tegen,-1.2197633,-12.33947,voor,-0.13718763,-12.319582,voor,-0.26079056,-15.208884
2097,tegen,-1.2624915,-0.34123445,tegen,-3.5906816,-13.109447,tegen,-8.0483675,-15.541135
2098,tegen,-5.3148766,-13.800068,tegen,-2.256152,-12.849227,tegen,-3.3232274,-13.2636795
2099,voor,-0.20739563,-13.261459,tegen,-5.950866,-14.604402,tegen,-8.12924,-15.7402115
2100,voor,-0.01604305,-13.857531,tegen,-1.5857768,-14.881767,tegen,-4.1742935,-14.91927
2101,tegen,-0.733115,-15.927602,tegen,-1.4432844,-15.205653,tegen,-4.2472477,-15.076246
2102,tegen,-4.2909164,-15.507582,tegen,-2.5468678,-14.358476,tegen,-8.09694,-14.878348
2103,tegen,-2.168647,-12.201917,tegen,-3.7569914,-13.564471,tegen,-3.4251227,-13.365022
2104,tegen,-2.168647,-12.201917,tegen,-2.4323423,-13.503256,tegen,-5.2550335,-14.418009
2105,tegen,-0.8211712,-12.082661,voor,-0.10936748,-12.284082,tegen,-0.99773633,-13.883247
2106,voor,-0.48591846,-15.872183,voor,-0.64228725,-14.882094,tegen,-1.4165916,-14.269342
2107,tegen,-4.714966,-14.6164875,tegen,-1.4752419,-12.751998,tegen,-2.794752,-12.720785
2108,tegen,-5.565773,-14.11207,tegen,-0.697995,-12.452258,voor,-0.2736694,-15.363484
2109,voor,-0.6907927,-9.061103,tegen,-3.8789532,-11.237161,tegen,-3.3653176,-10.220515
2110,tegen,-2.4383821,-13.880601,tegen,-1.038842,-12.466254,tegen,-2.5624416,-13.31195
2111,tegen,-2.5062551,-11.622615,tegen,-2.9112477,-12.02203,tegen,-4.726659,-16.070974
2112,voor,-0.016552862,-12.772988,tegen,-1.5929568,-12.954817,tegen,-5.4854517,-15.963674
2113,voor,-0.35668382,-12.815863,tegen,-0.7975781,-12.173358,tegen,-3.8151393,-15.324872
2114,tegen,-3.3291597,-15.701726,tegen,-1.7519555,-15.662234,tegen,-4.908398,-15.761729
2115,tegen,-4.05158,-15.598942,tegen,-7.607213,-17.169914,tegen,-10.348728,-17.449034
2116,tegen,-1.5485307,-12.0966015,tegen,-0.87030804,-11.739454,tegen,-1.7282542,-14.079876
2117,Ik stem voor.,-0.98308074,-8.929635,tegen,-2.974706,-12.016088,tegen,-3.5640688,-11.189685
2118,voor,-0.23339722,-13.158359,tegen,-0.97000206,-12.269654,tegen,-3.0691483,-12.763225
2119,voor,-0.05083439,-12.699175,tegen,-3.0105932,-16.414404,tegen,-6.843213,-17.784632
2120,voor,-0.05678009,-12.4877205,tegen,-1.4110898,-11.616275,tegen,-3.7594554,-14.819325
2121,voor,-0.63163733,-12.004639,tegen,-1.2844795,-12.831835,tegen,-1.3632647,-14.714784
2122,voor,-0.59840673,-12.023196,tegen,-0.7816447,-14.593872,tegen,-3.2088823,-14.834292
2123,voor,-0.082856305,-14.250207,tegen,-0.9596367,-13.04801,tegen,-3.7431788,-13.062469
2124,voor,-0.16851805,-14.800781,tegen,-3.2838256,-14.481196,tegen,-5.4298015,-15.282894
2125,tegen,-2.9133005,-13.441855,tegen,-1.731847,-13.045043,tegen,-3.284848,-13.260409
2126,voor,-0.0052986233,-13.963743,voor,-0.1914944,-12.463106,tegen,-1.9738922,-15.044989
2127,tegen,-2.2339394,-14.034497,tegen,-2.454085,-13.348401,tegen,-2.7229793,-12.676192
2128,tegen,-1.196824,-13.518666,tegen,-0.7360461,-11.446386,tegen,-3.2739816,-13.935999
2129,voor,-0.26982373,-12.892301,tegen,-1.1615767,-12.603525,tegen,-4.2578497,-15.678264
2130,voor,-0.5955884,-12.489639,voor,-0.51733744,-12.364029,tegen,-4.5694213,-16.725735
2131,voor,-0.19981357,-12.716457,tegen,-1.753264,-14.055037,tegen,-1.1174884,-14.380666
2132,tegen,-1.2014501,-13.33317,tegen,-1.0281026,-13.076761,tegen,-2.826718,-12.353301
2133,voor,-0.117132775,-13.801879,tegen,-2.0818605,-13.503348,tegen,-5.2082787,-15.849531
2134,voor,-0.3805613,-11.9406595,tegen,-2.5717542,-13.79582,tegen,-4.263098,-13.697018
2135,voor,-0.28453532,-13.354495,tegen,-1.2896788,-13.059977,tegen,-3.1765838,-15.413349
2136,voor,-0.17408994,-9.909831,tegen,-1.612227,-10.477308,tegen,-2.8776958,-10.906301
2137,tegen,-1.3211724,-14.382999,tegen,-0.9722873,-14.808223,tegen,-2.868542,-14.427816
2138,tegen,-2.3061106,-14.239613,voor,-0.17964971,-15.809679,voor,-0.19767095,-15.76987
2139,tegen,-1.44666,-13.341643,tegen,-3.867874,-16.585392,tegen,-5.162466,-16.152063
2140,tegen,-1.8763529,-12.220733,tegen,-0.8826707,-14.47726,tegen,-3.1185865,-14.158328
2141,voor,-0.246022,-13.379666,tegen,-1.4365233,-13.706707,tegen,-1.2894105,-13.144143
2142,voor,-0.24501519,-15.744403,voor,-0.08558323,-16.171942,tegen,-1.3442669,-15.26899
2143,tegen,-6.5775757,-13.521822,tegen,-1.9011326,-13.19632,tegen,-1.1694068,-14.184368
2144,voor,-0.036246967,-14.579756,voor,-0.22239341,-12.662058,tegen,-1.1728563,-15.262422
2145,tegen,-4.781036,-15.576488,tegen,-3.539127,-13.9913025,tegen,-5.55897,-15.598745
2146,tegen,-5.197797,-0.0073650144,tegen,-3.2536104,-12.851938,tegen,-2.8786175,-13.262567
2147,tegen,-5.2191696,-12.9044,tegen,-2.9473226,-15.9378395,tegen,-3.3493881,-15.315935
2148,tegen,-5.2147384,-13.73722,tegen,-1.591025,-14.770816,tegen,-0.71328247,-14.879313
2149,tegen,-6.754599,-13.135335,voor,-0.18039678,-12.195599,tegen,-1.400916,-11.275262
2150,tegen,-4.5116878,-13.404365,tegen,-1.6406097,-12.696575,tegen,-0.85053897,-13.861405
2151,tegen,-1.4172786,-12.2032795,tegen,-1.1022266,-12.400539,tegen,-4.4596753,-15.56597
2152,tegen,-2.4132457,-13.039736,tegen,-2.7604506,-15.363953,tegen,-7.0422397,-15.775623
2153,tegen,-3.2376783,-13.76129,tegen,-2.6226878,-12.401347,tegen,-5.463338,-15.094363
2154,voor,-0.0005562512,-16.080055,tegen,-2.6731894,-15.206617,tegen,-5.002509,-15.449992
2155,tegen,-1.7861419,-12.716904,voor,-0.37786207,-11.633529,voor,-0.6851958,-14.848946
2156,tegen,-1.0492857,-12.649143,tegen,-0.7096959,-12.463068,tegen,-1.9737831,-14.579575
2157,tegen,-2.194136,-12.91305,tegen,-5.6752315,-14.765906,tegen,-6.747477,-15.609347
2158,voor,-0.001573068,-13.795215,tegen,-2.3418887,-14.837301,tegen,-6.7628145,-15.600501
2159,voor,-0.060387865,-12.874532,tegen,-1.2465521,-14.499356,tegen,-2.8147116,-14.022677
2160,voor,-0.3066903,-13.193089,tegen,-1.9894994,-15.187633,tegen,-5.0878587,-15.083978
2161,voor,-0.24176234,-16.669292,tegen,-1.0092133,-15.708356,tegen,-2.6621673,-14.855742
2162,tegen,-5.294166,-14.243291,tegen,-1.2361165,-13.457552,tegen,-1.4753754,-15.639657
2163,voor,-0.14979066,-14.214931,tegen,-1.4603732,-15.729698,tegen,-4.4038095,-15.622182
2164,tegen,-1.5718098,-13.2217655,tegen,-1.0539875,-11.640932,tegen,-4.293689,-13.110513
2165,voor,-0.6339021,-12.927305,tegen,-3.9921308,-13.224466,tegen,-4.6498303,-15.184929
2166,voor,-0.049334172,-12.082807,voor,-0.50934273,-15.8421755,voor,-0.51835734,-14.83937
2167,tegen,-1.3784654,-12.760338,voor,-0.4140547,-12.718431,tegen,-2.417492,-14.849989
2168,tegen,-1.4782958,-14.140886,tegen,-3.5757592,-16.075336,tegen,-7.020383,-16.756927
2169,tegen,-5.790934,-13.813426,tegen,-4.131511,-12.966285,tegen,-3.5310526,-13.849692
2170,tegen,-8.949516,-13.837458,tegen,-2.133226,-12.188206,voor,-0.6531946,-11.630762
2171,tegen,-6.4004235,-16.366337,tegen,-3.0684752,-11.801698,tegen,-5.0733056,-14.323434
2172,voor,-0.29018724,-15.277848,voor,-0.60837483,-16.082567,tegen,-0.71494097,-14.705896
2173,tegen,-2.736138,-14.416509,voor,-0.005435932,-14.477406,voor,-0.0023986015,-14.614978
2174,tegen,-7.424233,-13.266392,voor,-0.61683357,-12.473367,tegen,-1.0800936,-14.472027
2175,voor,-0.6705231,-15.407213,tegen,-2.3079588,-15.3448105,voor,-0.53812945,-15.294331
2176,tegen,-6.45926,-13.162232,tegen,-1.4420455,-13.240917,tegen,-2.945449,-14.97742
2177,tegen,-7.2851562,-14.409712,tegen,-1.3223467,-14.553697,tegen,-1.8205115,-14.340705
2178,tegen,-1.2557775,-15.175234,voor,-0.43355048,-15.519813,voor,-0.5324657,-14.432603
2179,tegen,-1.3458823,-13.091295,voor,-0.06900895,-15.938895,voor,-0.6213221,-15.173282
2180,voor,-0.0155142,-14.377396,tegen,-1.0510886,-12.516193,tegen,-2.041986,-14.618115
2181,voor,-0.0070273424,-14.619891,voor,-0.4661185,-14.05819,tegen,-4.9885874,-14.3436575
2182,tegen,-2.5110729,-13.023189,tegen,-2.406177,-13.72076,tegen,-5.618173,-16.1374
2183,voor,-0.018665595,-13.292809,tegen,-1.0149121,-13.439328,tegen,-1.9824948,-13.073593
2184,tegen,-2.4421377,-13.750897,tegen,-2.206814,-13.219421,tegen,-5.139075,-13.968227
2185,voor,-0.06820019,-12.380132,tegen,-2.5168483,-11.724454,tegen,-5.3417025,-13.715322
2186,voor,-0.11130875,-11.733913,voor,-0.3752163,-14.06985,voor,-0.05350418,-16.872791
2187,voor,-0.27108172,-12.389606,voor,-0.3993792,-15.695138,tegen,-1.1129184,-14.572044
2188,voor,-0.15466045,-11.1236925,tegen,-2.6890483,-14.839325,tegen,-5.1559916,-14.8292055
2189,tegen,-1.7539061,-12.929123,voor,-0.029725727,-17.482788,voor,-0.029133776,-16.678259
2190,voor,-0.016081648,-12.701684,voor,-0.58080095,-15.525698,voor,-0.20423792,-15.562205
2191,voor,-0.45916706,-12.936119,voor,-0.66735137,-12.637267,tegen,-2.5093293,-13.779777
2192,voor,-0.37612563,-12.494822,tegen,-0.7795765,-14.874543,tegen,-2.0894132,-14.458937
2193,voor,-0.011173379,-13.978859,tegen,-2.6671667,-13.169526,tegen,-5.2752466,-16.396137
2194,tegen,-0.72411543,-14.054962,tegen,-2.9253707,-15.341107,tegen,-4.6891284,-15.497491
2195,tegen,-2.134828,-15.117671,tegen,-1.7390482,-14.198456,tegen,-3.481755,-13.061473
2196,voor,-0.28283715,-9.635727,tegen,-3.772073,-12.827989,tegen,-4.956811,-12.397216
2197,voor,-0.1611495,-14.646103,tegen,-0.90561545,-13.146617,tegen,-4.4162774,-14.502821
2198,voor,-0.09815912,-12.865525,tegen,-1.9302357,-13.360326,tegen,-4.399775,-14.565204
2199,tegen,-2.4727788,-14.871866,tegen,-1.8119973,-14.297673,tegen,-3.5443344,-16.384758
2200,voor,-0.2608216,-12.032805,tegen,-1.0166167,-12.684277,voor,-0.4701816,-15.509862
2201,tegen,-1.4116757,-14.402633,voor,-0.33721322,-12.594166,tegen,-1.0921291,-14.518509
2202,tegen,-6.8185124,-13.802812,tegen,-3.270807,-14.414835,tegen,-1.7891622,-13.283156
2203,voor,-0.6236876,-13.500471,tegen,-2.065825,-13.201203,tegen,-3.1937158,-15.558422
2204,tegen,-0.7850388,-12.496036,tegen,-4.9087296,-14.668186,tegen,-6.425946,-15.172883
2205,tegen,-3.7795603,-11.854586,tegen,-4.4102044,-13.251954,tegen,-5.6272526,-13.476692
2206,tegen,-4.908618,-14.5097475,voor,-0.60622483,-12.398318,tegen,-1.9315013,-14.761709
2207,tegen,-5.3455777,-12.288308,tegen,-3.0253448,-16.369032,tegen,-2.096646,-16.042412
2208,tegen,-6.5363603,-14.552002,tegen,-2.9180536,-12.618394,tegen,-3.2793665,-13.752669
2209,tegen,-3.6232815,-13.405466,tegen,-3.9094846,-15.111366,tegen,-6.2363014,-15.631727
2210,voor,-0.0044967043,-13.6566515,tegen,-2.8283257,-12.675076,tegen,-5.5984054,-13.648057
2211,voor,-0.04223599,-13.715862,tegen,-1.3181057,-12.79464,tegen,-4.5837526,-14.265014
2212,voor,-0.371359,-10.371468,tegen,-4.601265,-13.12726,tegen,-5.415418,-11.790883
2213,tegen,-4.8230023,-13.399405,tegen,-6.6610985,-15.362331,tegen,-6.408911,-13.539073
2214,tegen,-6.666358,-14.486396,tegen,-2.3832576,-14.816968,tegen,-2.587305,-14.396311
2215,tegen,-2.7559521,-15.612464,voor,-0.067186505,-12.889694,voor,-0.06456947,-16.298462
2216,tegen,-1.0051136,-12.48473,tegen,-2.0447402,-12.599064,tegen,-2.828902,-14.860036
2217,tegen,-4.5985126,-15.201828,tegen,-2.951195,-12.531988,tegen,-3.4424572,-13.939442
2218,tegen,-4.1049314,-15.344343,tegen,-5.387522,-15.623827,tegen,-4.8164115,-15.898317
2219,tegen,-5.006176,-14.25853,voor,-0.59250027,-14.797379,tegen,-1.1208526,-13.975852
2220,tegen,-12.343896,-15.804849,tegen,-6.5155206,-0.002255172,tegen,-3.5983887,-12.861078
2221,tegen,-2.4595351,-15.133827,tegen,-1.038831,-12.577785,tegen,-1.3829668,-14.0816
2222,tegen,-11.084239,-14.8482065,tegen,-4.453959,-14.222187,tegen,-4.7615104,-14.241441
2223,tegen,-10.463105,-16.250551,tegen,-0.9898457,-13.428862,tegen,-3.980923,-14.634172
2224,tegen,-4.556539,-13.333182,tegen,-0.9283835,-14.0862875,tegen,-2.4366372,-14.43142
2225,tegen,-3.6320724,-13.092648,tegen,-4.68549,-14.430607,tegen,-6.468619,-14.009562
2226,tegen,-4.2699795,-13.487705,tegen,-1.7883503,-15.327165,tegen,-3.348007,-14.731728
2227,tegen,-3.363168,-12.846459,voor,-0.30019072,-12.965028,voor,-0.16340084,-13.087017
2228,tegen,-1.190057,-15.011239,tegen,-2.1684597,-13.662652,tegen,-6.13511,-15.594428
2229,tegen,-8.280068,-13.933112,tegen,-8.64857,-14.554088,tegen,-7.9215794,-15.252415
2230,tegen,-2.081527,-12.687926,voor,-0.05522707,-12.385038,voor,-0.6058575,-12.27042
2231,tegen,-5.663705,-14.195498,tegen,-2.1028032,-13.565469,voor,-0.28867674,-15.443377
2232,tegen,-4.7851315,-14.316027,tegen,-3.117,-14.534251,tegen,-3.0977213,-14.256571
2233,voor,-0.009417101,-12.983161,tegen,-3.5608966,-13.776671,tegen,-5.048013,-16.296005
2234,voor,-0.2070972,-11.912799,tegen,-3.5213583,-15.111069,tegen,-8.894569,-15.872194
2235,voor,-0.0535261,-13.112164,tegen,-2.5231793,-15.899169,tegen,-5.801408,-16.324062
2236,voor,-0.20376197,-11.100353,tegen,-2.7844198,-13.848797,tegen,-2.8211384,-13.43593
2237,tegen,-4.170245,-13.436175,tegen,-1.041872,-14.725275,tegen,-1.0215535,-15.081024
2238,voor,-0.9989312,-9.567544,tegen,-2.2562697,-10.930794,tegen,-3.0743253,-12.111599
2239,voor,-0.37322462,-9.777166,tegen,-1.7393678,-13.079267,tegen,-2.7935827,-12.517406
2240,tegen,-0.78380096,-11.037675,tegen,-1.5054357,-12.356739,tegen,-2.5073187,-15.618031
2241,voor,-0.04174253,-13.842018,tegen,-0.77856624,-13.89032,tegen,-4.708355,-16.075583
2242,tegen,-1.3361162,-14.070643,tegen,-1.5002474,-13.15079,tegen,-5.936147,-15.414889
2243,voor,-0.2575491,-13.274979,tegen,-0.96955204,-14.934415,tegen,-5.696594,-15.611961
2244,tegen,-0.78651446,-15.421953,tegen,-2.334562,-13.122662,tegen,-5.5316005,-13.858182
2245,voor,-0.13866356,-12.160367,tegen,-5.388875,-15.611764,tegen,-7.255677,-16.63298
2246,tegen,-1.8110024,-12.943817,tegen,-3.687985,-13.739141,tegen,-4.9463534,-13.745459
2247,tegen,-6.1130605,-13.428656,tegen,-7.384105,-16.151497,tegen,-10.944733,-17.250093
2248,tegen,-4.1145067,-12.4785185,tegen,-2.8922608,-14.606559,tegen,-4.2657986,-15.1917
2249,voor,-0.64781046,-10.688467,tegen,-2.5202172,-11.018216,tegen,-5.078588,-12.198792
2250,tegen,-2.2849243,-14.409863,tegen,-2.282701,-13.22074,tegen,-4.032561,-15.199282
2251,tegen,-2.1840692,-12.452296,tegen,-1.3670859,-13.778119,tegen,-2.7682261,-15.851765
2252,voor,-0.073109776,-13.401422,tegen,-2.2847712,-13.2008,tegen,-3.349232,-14.595451
2253,tegen,-1.9288442,-15.906448,tegen,-3.7132847,-13.797311,tegen,-4.262059,-13.197719
2254,tegen,-7.95017,-0.005176001,tegen,-3.3859594,-11.969198,tegen,-4.9717226,-14.401782
2255,tegen,-9.115214,-12.01533,tegen,-7.8951755,-0.04093694,tegen,-6.304817,-0.14487848
2256,voor,-0.26155585,-12.051112,tegen,-3.7753263,-15.748125,tegen,-5.7581835,-15.842246
2257,tegen,-7.674649,-13.495088,tegen,-7.255635,-14.38658,tegen,-6.105291,-15.251081
2258,tegen,-11.489146,-15.558471,tegen,-8.157018,-15.007102,tegen,-14.334662,-15.413175
2259,tegen,-2.1591485,-11.349652,tegen,-4.876145,-15.257481,tegen,-5.2709537,-14.649768
2260,tegen,-3.2507448,-13.382661,tegen,-1.6422434,-12.404311,tegen,-5.1523733,-14.234265
2261,tegen,-1.0933567,-12.366112,tegen,-3.6153293,-15.3453045,tegen,-3.9472554,-15.208924
2262,voor,-0.39260843,-11.998438,tegen,-3.127812,-15.946601,tegen,-4.038869,-15.648246
2263,tegen,-5.523769,-16.35209,tegen,-4.0746217,-15.831115,tegen,-5.8180003,-16.640266
