,gpt-4o-mini_de PVV_vote,gpt-4o-mini_de PVV_voor_lprob,gpt-4o-mini_de PVV_tegen_lprob,gpt-4o-mini_GroenLinks-PvdA_vote,gpt-4o-mini_GroenLinks-PvdA_voor_lprob,gpt-4o-mini_GroenLinks-PvdA_tegen_lprob,gpt-4o-mini_de VVD_vote,gpt-4o-mini_de VVD_voor_lprob,gpt-4o-mini_de VVD_tegen_lprob,gpt-4o-mini_het NSC_vote,gpt-4o-mini_het NSC_voor_lprob,gpt-4o-mini_het NSC_tegen_lprob,gpt-4o-mini_D66_vote,gpt-4o-mini_D66_voor_lprob,gpt-4o-mini_D66_tegen_lprob,gpt-4o-mini_de BBB_vote,gpt-4o-mini_de BBB_voor_lprob,gpt-4o-mini_de BBB_tegen_lprob,gpt-4o-mini_het CDA_vote,gpt-4o-mini_het CDA_voor_lprob,gpt-4o-mini_het CDA_tegen_lprob,gpt-4o-mini_het SP_vote,gpt-4o-mini_het SP_voor_lprob,gpt-4o-mini_het SP_tegen_lprob,gpt-4o-mini_de ChristenUnie_vote,gpt-4o-mini_de ChristenUnie_voor_lprob,gpt-4o-mini_de ChristenUnie_tegen_lprob,gpt-4o-mini_DENK_vote,gpt-4o-mini_DENK_voor_lprob,gpt-4o-mini_DENK_tegen_lprob,gpt-4o-mini_de PvdD_vote,gpt-4o-mini_de PvdD_voor_lprob,gpt-4o-mini_de PvdD_tegen_lprob,gpt-4o-mini_de SGP_vote,gpt-4o-mini_de SGP_voor_lprob,gpt-4o-mini_de SGP_tegen_lprob,gpt-4o-mini_FVD_vote,gpt-4o-mini_FVD_voor_lprob,gpt-4o-mini_FVD_tegen_lprob,gpt-4o-mini_Volt_vote,gpt-4o-mini_Volt_voor_lprob,gpt-4o-mini_Volt_tegen_lprob,gpt-4o-mini_JA21_vote,gpt-4o-mini_JA21_voor_lprob,gpt-4o-mini_JA21_tegen_lprob
1960,tegen,-4.954938,-8.954938,voor,-3.069023,-12.069023,voor,-3.2221017,-11.847101,voor,-3.9033594,-12.528359,voor,-3.1758957,-12.925896,voor,-2.9733171,-11.723317,voor,-3.6812437,-11.681244,voor,-4.2436256,-8.993626,voor,-3.302642,-12.052642,voor,-4.2415886,-10.741589,voor,-4.7182846,-8.718285,tegen,-4.079471,-8.579472,voor,-4.35297,-11.22797,voor,-2.9521072,-11.452107,voor,-4.088377,-11.088377
1961,voor,-4.144288,-13.769288,voor,-2.8120358,-14.562036,voor,-1.910368,-16.535368,voor,-2.3502936,-17.975294,voor,-3.2881002,-16.413101,voor,-3.4087281,-14.533729,voor,-3.4087152,-17.783716,voor,-3.5298193,-15.9048195,voor,-3.529817,-15.279818,voor,-5.2552743,-18.630274,voor,-4.511147,-16.136147,voor,-2.5790923,-15.704092,voor,-3.5299942,-15.404994,voor,-3.5298116,-17.029812,voor,-3.1680837,-16.918083
1962,tegen,-4.9519167,-9.951917,tegen,-11.773523,-9.523523,tegen,-7.7727833,-9.397783,tegen,-8.639205,-9.139205,tegen,-16.141203,-9.641203,tegen,-7.284642,-9.159642,tegen,-9.88249,-9.25749,tegen,-9.015293,-9.140293,tegen,-13.130442,-9.505442,tegen,-9.881608,-9.506608,tegen,-12.635107,-9.010107,tegen,-6.5282717,-8.778272,tegen,-5.4256234,-9.300624,tegen,-14.954284,-8.954284,tegen,-8.143773,-9.393773
1963,tegen,-4.080289,-9.455289,tegen,-7.42806,-15.55306,tegen,-7.0328054,-9.032805,voor,-2.061041,-9.811041,tegen,-12.760138,-8.635138,voor,-1.5836194,-11.083619,tegen,-4.1077957,-8.857796,voor,-1.1249039,-10.499904,tegen,-8.14491,-8.64491,tegen,-6.914647,-8.539647,tegen,-10.386204,-8.761204,tegen,-5.6777873,-8.427788,voor,-3.441734,-9.691734,tegen,-10.306246,-7.6812463,voor,-3.8407805,-9.96578
1964,tegen,-8.404627,-8.654627,tegen,-12.413348,-8.913348,tegen,-11.530086,-9.030086,tegen,-12.518695,-8.018695,tegen,-14.526568,-8.901568,tegen,-12.1552305,-8.2802305,tegen,-13.026583,-8.901583,tegen,-12.409071,-8.409071,tegen,-13.793345,-8.543345,tegen,-15.2569685,-8.7569685,tegen,-12.238162,-8.863162,tegen,-11.034091,-8.534091,tegen,-8.182906,-15.307906,tegen,-15.127543,-8.377543,tegen,-11.64869,-8.89869
1965,tegen,-7.1607866,-9.285787,tegen,-7.5265713,-8.401571,tegen,-8.513665,-9.138665,tegen,-9.388326,-8.638326,tegen,-9.885718,-8.385718,tegen,-8.888915,-8.763915,tegen,-8.39244,-8.89244,tegen,-8.517825,-8.142825,tegen,-8.146701,-8.396701,tegen,-11.752761,-8.502761,tegen,-10.012031,-8.512031,tegen,-7.890106,-8.390106,tegen,-8.763826,-8.888826,tegen,-11.637336,-7.8873353,tegen,-9.509146,-9.009146
1966,tegen,-9.50795,-9.38295,voor,-2.4505782,-11.450579,tegen,-4.412636,-9.287636,voor,-2.180763,-10.680763,tegen,-5.0385165,-9.163517,tegen,-6.079607,-8.954607,tegen,-7.6546817,-9.404682,voor,-1.1412568,-14.016256,voor,-1.1445955,-13.644595,voor,-4.8075523,-11.932552,voor,-1.3268468,-13.326847,tegen,-9.267322,-9.017322,tegen,-8.269658,-9.394658,voor,-2.3913665,-9.391367,tegen,-5.3762283,-9.001228
1967,tegen,-4.7871046,-9.537105,voor,-3.2894418,-14.664442,voor,-3.8738773,-10.123878,voor,-5.0135365,-13.013536,voor,-3.6529326,-14.527933,voor,-4.2905903,-11.91559,voor,-4.2106905,-11.7106905,voor,-4.1643596,-12.164359,voor,-4.1430387,-14.268039,voor,-5.022845,-12.647844,voor,-2.6951673,-16.320168,voor,-4.045207,-9.545207,voor,-4.70757,-9.45757,voor,-4.0225015,-12.772502,voor,-5.3981004,-10.5231
1968,voor,-4.0292916,-12.529292,voor,-1.7015173,-13.076517,voor,-2.3503234,-12.725324,voor,-4.3875575,-16.887558,voor,-2.8120344,-15.062035,voor,-3.1680708,-14.918071,voor,-3.7733011,-14.898301,voor,-3.7733104,-14.148311,voor,-3.5298092,-16.02981,voor,-4.3875885,-14.2625885,voor,-4.0185666,-14.643566,voor,-2.5790837,-16.079084,voor,-4.7592964,-14.259296,voor,-3.5298026,-14.154802,voor,-3.4087296,-13.28373
1969,voor,-3.0486717,-17.048672,Voor,-1.1369995,-14.761999,voor,-1.5020384,-17.127039,voor,-0.97423553,-13.974236,voor,-0.6932734,-15.068274,voor,-1.1369936,-14.511993,voor,-2.3502808,-15.225281,voor,-0.69327855,-15.318278,voor,-1.7015173,-15.451517,voor,-1.1369816,-15.636982,voor,-2.5789804,-16.45398,voor,-1.5020566,-13.627056,voor,-2.3502796,-14.22528,voor,-0.82610136,-13.951101,voor,-1.9103299,-14.66033
1970,voor,-3.8352277,-11.085228,voor,-1.910304,-13.910304,voor,-1.7017376,-15.701737,voor,-2.578967,-15.828967,voor,-1.1369891,-15.011989,voor,-1.9103286,-13.285329,voor,-2.8120399,-17.31204,voor,-3.1680803,-16.793081,voor,-3.0486462,-14.298646,voor,-3.4086926,-14.908692,voor,-2.929988,-16.804987,voor,-2.238228,-15.363228,voor,-3.7736423,-15.148643,voor,-1.5020261,-13.752026,voor,-3.8956056,-17.020605
1971,voor,-4.5115924,-14.886593,voor,-2.1270065,-16.502007,voor,-2.1270285,-16.87703,voor,-2.5789723,-16.203972,voor,-1.5020239,-16.002024,voor,-2.1270318,-15.752032,voor,-2.3502777,-15.600278,voor,-3.048659,-16.923658,voor,-3.0486686,-17.298668,voor,-3.048648,-17.173649,voor,-3.2881088,-14.163109,voor,-1.3133842,-14.438384,voor,-3.7734532,-15.648454,voor,-2.126997,-17.376997,voor,-2.578974,-17.078974
1972,tegen,-5.018155,-9.893155,voor,-3.6698341,-12.294834,voor,-3.2983694,-10.673369,voor,-4.313296,-11.313295,voor,-3.4175456,-13.167545,voor,-4.2421,-10.9921,voor,-3.608982,-10.608982,voor,-3.7647004,-10.389701,voor,-4.9085336,-9.783534,voor,-5.422792,-11.422792,tegen,-5.6053452,-8.230345,tegen,-4.384542,-8.6345415,voor,-5.5155783,-9.015578,voor,-3.9810565,-10.106056,voor,-4.2559376,-10.755938
1973,voor,-3.104003,-11.479003,voor,-1.9103365,-12.5353365,voor,-2.3514993,-14.2265,voor,-3.52984,-16.90484,voor,-2.9299707,-16.67997,voor,-4.1413374,-15.391337,voor,-3.0487888,-16.173788,voor,-3.1680918,-16.918093,voor,-2.9299839,-16.554983,voor,-3.6513836,-17.151384,voor,-3.1683166,-15.043317,voor,-2.5801976,-13.955197,voor,-4.020773,-13.395773,voor,-2.350326,-15.100327,voor,-3.8960135,-14.646013
1974,tegen,-15.129831,-10.004831,tegen,-11.505224,-8.755224,tegen,-15.503744,-10.128744,tegen,-14.251988,-8.876988,tegen,-14.881946,-9.256946,tegen,-13.256219,-9.131219,tegen,-15.25332,-10.00332,tegen,-13.378972,-8.878972,tegen,-15.502598,-10.127598,tegen,-6.4150496,-8.41505,tegen,-15.009955,-9.509955,tegen,-15.754778,-9.879778,tegen,-13.503051,-9.378051,tegen,-13.646408,-8.396408,tegen,-15.007822,-9.882822
1975,tegen,-5.6341867,-9.009187,voor,-3.4091926,-15.034193,voor,-3.4345343,-12.059534,voor,-4.8841686,-13.884169,voor,-2.9300344,-11.805035,voor,-2.5811865,-13.206186,voor,-4.273931,-13.023931,voor,-4.018507,-15.018507,voor,-4.1570377,-12.782038,voor,-5.131306,-15.381307,voor,-4.149821,-12.64982,voor,-3.628189,-10.628189,voor,-4.4236603,-10.17366,voor,-3.2884347,-14.663435,voor,-4.8879294,-12.887929
1976,tegen,-4.5403037,-9.040304,voor,-1.9104097,-11.16041,voor,-2.7015285,-13.076529,voor,-3.0487099,-16.04871,voor,-2.2379677,-11.6129675,voor,-3.1689107,-14.168911,voor,-3.5304334,-15.030434,voor,-2.812618,-14.687618,voor,-3.2882466,-15.788246,voor,-4.3877378,-15.512737,voor,-3.8965538,-14.021554,voor,-3.0712538,-11.821254,voor,-4.073039,-10.323039,voor,-2.6951745,-15.445174,voor,-4.019953,-13.769953
1977,voor,-4.761779,-11.011779,voor,-3.408922,-15.533922,voor,-3.4212055,-12.6712055,voor,-5.1323223,-14.257322,voor,-3.6514657,-16.151466,voor,-4.3908215,-13.640821,voor,-4.1442995,-13.8942995,voor,-4.388022,-14.888022,voor,-4.26558,-14.01558,voor,-5.2555094,-15.630509,voor,-4.143694,-13.393694,voor,-3.1974583,-11.697458,voor,-5.1497865,-10.274786,voor,-3.0488775,-15.548878,voor,-4.7685556,-12.518556
1978,voor,-3.8624024,-11.487402,voor,-1.9103467,-11.285347,voor,-1.7068884,-13.581888,voor,-3.4087758,-16.658775,voor,-1.701519,-11.826519,voor,-2.3510885,-14.976089,voor,-3.4095166,-15.409516,voor,-2.4641564,-16.214157,voor,-2.8121202,-15.81212,voor,-3.4087193,-16.28372,voor,-2.3504796,-15.22548,voor,-2.0209253,-13.7709255,voor,-3.2924397,-13.292439,voor,-1.5021425,-14.877143,voor,-2.5800135,-14.580013
1979,voor,-3.9947724,-11.119773,voor,-1.1369888,-13.136989,voor,-3.3356426,-11.960643,voor,-1.9103318,-14.160332,voor,-0.8260735,-14.201074,voor,-1.7015421,-17.076542,voor,-2.8120666,-17.687067,voor,-1.7015393,-17.57654,voor,-2.3503187,-16.975319,voor,-1.7015367,-14.576537,voor,-1.1369915,-12.8869915,voor,-2.4661512,-14.091151,voor,-2.8129597,-15.06296,voor,-1.9103421,-16.660341,voor,-2.812119,-16.562119
1980,voor,-4.018837,-15.018837,voor,-2.5789468,-14.578947,voor,-3.288249,-16.03825,voor,-3.7732959,-17.898296,voor,-3.2880898,-15.28809,voor,-3.048664,-16.798664,voor,-3.288099,-17.2881,voor,-3.8955839,-17.520584,voor,-3.0486443,-18.048645,voor,-4.264198,-18.264198,voor,-4.141096,-17.141096,voor,-3.1681573,-16.168158,voor,-4.141564,-15.266563,voor,-2.350281,-16.47528,voor,-4.2642517,-16.514252
1981,tegen,-8.281474,-8.406474,voor,-0.9741883,-14.849189,voor,-2.1524255,-11.527426,voor,-1.3134437,-15.438444,voor,-0.69328773,-14.943288,voor,-2.3503194,-17.350319,voor,-2.1270187,-13.252019,voor,-0.8261405,-16.076141,voor,-1.136997,-13.136997,voor,-1.7015417,-16.326542,voor,-1.9103309,-14.660331,voor,-2.9097834,-10.034783,voor,-3.6514904,-15.90149,Voor,-1.3133855,-14.438385,voor,-2.3504298,-15.97543
1982,voor,-3.5303576,-15.780357,voor,-2.8125677,-15.312568,voor,-2.4650192,-14.840019,voor,-3.5298176,-17.779818,voor,-4.2644086,-15.764409,voor,-2.5790133,-16.954014,voor,-3.6517797,-16.02678,voor,-3.6515548,-16.026554,voor,-3.048717,-16.673717,voor,-3.7733135,-17.898314,voor,-3.6541889,-13.779189,voor,-2.6955073,-15.070507,voor,-3.0487952,-15.798795,voor,-3.895918,-15.020918,voor,-2.5791008,-15.704101
1983,voor,-2.4647126,-14.714713,voor,-2.812059,-13.562058,voor,-0.97713375,-13.852134,voor,-1.1369916,-17.511992,voor,-0.82606155,-13.076061,voor,-1.7018424,-15.326842,voor,-2.3503616,-16.60036,voor,-2.579004,-16.954004,voor,-2.579008,-16.954008,voor,-1.9103131,-18.035313,voor,-2.1270294,-13.377029,voor,-2.9675496,-11.092549,voor,-2.2395732,-13.9895735,voor,-1.1369894,-17.01199,voor,-2.8126583,-14.312658
1984,tegen,-4.6989927,-9.073993,voor,-3.1680863,-17.043087,voor,-3.412306,-13.537306,voor,-4.7587366,-16.258736,voor,-2.1269965,-12.376996,voor,-4.38807,-14.51307,voor,-3.1684103,-15.54341,voor,-2.9300017,-16.430002,voor,-3.5299726,-16.154972,voor,-4.0182424,-16.643242,voor,-3.6514103,-16.276411,voor,-3.5344172,-12.909417,voor,-4.0961018,-10.096102,voor,-2.6950696,-14.320069,voor,-4.6365585,-13.761559
1985,voor,-3.87509,-10.00009,voor,-3.048749,-15.548749,voor,-3.5338874,-13.283887,voor,-5.0068817,-15.256882,voor,-2.9302697,-15.430269,voor,-3.530647,-14.530647,voor,-3.7740154,-15.024015,voor,-3.7735138,-15.398514,voor,-2.5830717,-13.333072,voor,-4.5121436,-14.512143,voor,-4.3901386,-12.640139,voor,-3.0815568,-11.456556,voor,-4.8017673,-11.301767,voor,-3.2883878,-14.913387,voor,-4.3884854,-14.513485
1986,tegen,-5.395359,-9.145359,voor,-4.018226,-16.768227,voor,-3.905314,-12.530314,voor,-5.5041356,-16.754135,voor,-3.8956096,-13.52061,voor,-4.5115943,-15.136594,voor,-3.773924,-14.898924,voor,-3.2881474,-16.413147,voor,-4.2642293,-16.889229,voor,-5.379769,-15.754769,voor,-4.0182443,-16.393244,voor,-2.8160481,-13.316049,voor,-5.076698,-10.951697,voor,-4.634794,-17.009794,voor,-4.883367,-14.633368
1987,voor,-3.8962553,-14.1462555,voor,-1.3133466,-14.813347,voor,-3.048656,-14.4236555,voor,-4.141092,-16.016092,voor,-2.1269994,-14.877,voor,-3.288104,-15.038104,voor,-3.5297983,-15.5297985,voor,-3.0486503,-15.29865,voor,-3.7732935,-15.8982935,voor,-4.0181947,-16.018194,voor,-3.4087226,-16.658722,voor,-2.5789862,-14.203986,voor,-4.3877487,-15.012749,voor,-1.5020224,-13.502023,voor,-4.387585,-16.012585
1988,voor,-2.8129694,-15.312969,voor,-2.5789583,-13.7039585,voor,-2.3503773,-15.600377,voor,-3.5298152,-17.529816,voor,-2.5789537,-13.578954,voor,-2.8120425,-13.437042,voor,-3.0486598,-17.17366,voor,-2.1270218,-13.627022,voor,-2.5789645,-13.703964,voor,-3.2880986,-15.538098,voor,-2.3502986,-12.850299,voor,-2.2380555,-15.363055,voor,-3.651413,-16.526413,voor,-2.1270156,-16.752016,voor,-3.1680887,-16.418089
1989,voor,-5.1631045,-9.788104,voor,-3.4106438,-13.910644,voor,-4.174959,-11.174959,voor,-4.882809,-15.632809,voor,-4.264518,-15.014518,voor,-3.2885537,-14.663554,voor,-3.7800007,-13.280001,voor,-4.387909,-14.762909,voor,-3.896247,-14.396247,voor,-5.2553244,-16.380323,voor,-4.022939,-12.77294,voor,-3.200947,-11.575947,voor,-4.036394,-11.911394,voor,-3.8959253,-14.7709255,voor,-4.7601967,-13.760197
1990,voor,-4.736211,-9.486211,voor,-2.1270165,-13.377017,voor,-2.695218,-15.695218,voor,-3.8956027,-17.520603,voor,-2.127001,-14.502001,voor,-2.8120568,-16.812057,voor,-2.9299664,-17.054966,voor,-3.1680818,-16.793081,voor,-3.0486913,-16.79869,voor,-4.1410966,-17.516096,voor,-4.1422796,-14.01728,voor,-3.1683898,-14.918389,voor,-5.0073276,-14.257328,voor,-2.3502853,-16.725285,voor,-4.2642684,-15.889268
1991,tegen,-6.138036,-9.388036,voor,-2.3502975,-12.100298,voor,-2.991903,-10.741903,voor,-2.1270356,-16.752035,voor,-2.5789526,-13.328953,voor,-3.292869,-14.04287,voor,-3.4112053,-15.036205,voor,-2.3502858,-17.475286,voor,-3.0487347,-16.423735,voor,-3.8955936,-17.520594,voor,-2.5790713,-16.454071,voor,-2.4183352,-11.418335,voor,-2.3041098,-11.55411,voor,-2.1270475,-15.627048,voor,-3.7879548,-13.037955
1992,tegen,-7.0502696,-8.67527,voor,-3.327924,-8.952924,tegen,-6.922654,-8.922654,tegen,-5.609443,-8.484443,tegen,-4.493624,-8.368624,tegen,-4.9831133,-8.733113,tegen,-6.21641,-8.966411,voor,-3.7202334,-9.470234,tegen,-4.3853827,-8.385383,tegen,-6.05172,-8.426721,voor,-3.4632382,-8.963239,tegen,-4.761373,-8.3863735,tegen,-6.692579,-8.567578,tegen,-5.679978,-7.804978,tegen,-6.9486737,-8.823674
1993,voor,-3.2881815,-16.038181,voor,-1.910314,-15.035314,voor,-2.9299881,-17.054989,voor,-2.350297,-15.475297,voor,-1.9103125,-15.160313,voor,-3.5298285,-14.779828,voor,-3.0486634,-14.923663,voor,-3.0486653,-15.923665,voor,-2.8120494,-15.312049,voor,-2.127018,-16.002018,voor,-3.7733138,-14.5233135,voor,-2.579008,-13.954008,voor,-3.2881129,-17.663113,voor,-2.3502884,-15.350288,voor,-3.5298278,-14.654828
1994,voor,-3.7802587,-12.905259,voor,-1.7015121,-14.826512,voor,-2.0179157,-15.142916,voor,-2.8120582,-18.187057,voor,-1.5020407,-14.377041,voor,-1.9103082,-14.285308,voor,-2.8120377,-14.437037,voor,-2.5789742,-17.578974,voor,-2.812043,-15.437043,voor,-2.812028,-15.312028,voor,-2.5789776,-13.578978,voor,-2.0178375,-15.642838,voor,-3.2882829,-15.663282,voor,-1.313378,-12.688378,voor,-2.57897,-16.95397
1995,voor,-4.9631877,-9.713187,voor,-3.653621,-14.403621,voor,-3.5635047,-12.438505,voor,-4.3895407,-14.514541,voor,-3.7737832,-15.273784,voor,-4.3889155,-14.638915,voor,-4.774781,-13.024781,voor,-3.7747068,-14.399707,voor,-4.0346107,-12.409611,voor,-4.8830905,-15.633091,tegen,-5.8638363,-8.613836,voor,-4.1456733,-10.145673,voor,-5.266461,-12.51646,voor,-4.0193276,-14.519327,voor,-5.154742,-12.029742
1996,voor,-2.578979,-14.7039795,voor,-1.7015203,-16.70152,voor,-1.3133938,-14.438394,voor,-2.1270466,-16.752047,voor,-1.3133883,-16.438389,voor,-1.1370203,-16.76202,voor,-2.1270173,-16.627018,voor,-2.3502946,-16.850294,voor,-1.7015393,-16.57654,voor,-1.9103538,-18.160355,voor,-1.9103293,-15.910329,voor,-2.1270278,-16.002028,voor,-2.812038,-15.687038,voor,-1.3133883,-16.188389,voor,-2.1270266,-15.752027
1997,voor,-3.8956206,-16.64562,voor,-1.701493,-15.951493,voor,-1.5020303,-14.75203,voor,-3.28812,-18.41312,voor,-1.701503,-16.701504,voor,-1.9103315,-16.785332,voor,-2.5789552,-16.828955,voor,-2.8120406,-16.93704,voor,-1.7015071,-16.701508,voor,-3.0486615,-18.048662,voor,-3.7733014,-13.898301,voor,-1.7015184,-14.951518,voor,-3.651352,-15.151352,voor,-1.7015102,-16.07651,voor,-2.578973,-16.078974
1998,voor,-4.1508713,-12.775871,voor,-2.5789495,-14.95395,voor,-3.6513999,-16.6514,voor,-3.7733016,-18.023302,voor,-3.0486474,-15.048647,voor,-4.387571,-16.512571,voor,-3.529809,-17.529808,voor,-3.8955944,-17.770594,voor,-3.28811,-14.78811,voor,-4.3875537,-16.137554,voor,-4.141097,-17.391098,voor,-2.6950815,-16.445082,voor,-4.5116024,-14.761602,voor,-3.8955975,-16.645597,voor,-4.264221,-17.889221
1999,voor,-4.207459,-9.582459,voor,-3.4087873,-16.033787,voor,-3.9008827,-12.400883,voor,-4.882916,-15.257916,voor,-2.1271443,-10.127145,voor,-3.1682646,-15.293264,voor,-4.2646513,-14.889651,voor,-3.2883334,-15.413333,voor,-2.3512552,-14.476255,voor,-4.141398,-15.141398,voor,-4.018753,-14.143753,voor,-3.787484,-11.662484,voor,-4.147903,-12.522903,voor,-3.0487509,-15.798751,voor,-4.514344,-13.139344
2000,voor,-4.0745125,-10.1995125,voor,-2.3503263,-12.225327,voor,-3.774041,-14.774041,voor,-3.5299013,-16.154902,voor,-3.0488074,-15.923807,voor,-3.0494833,-14.549483,voor,-3.651731,-15.651731,voor,-3.4089115,-15.908912,voor,-4.143556,-14.143557,voor,-4.1411753,-16.391174,voor,-2.930391,-15.305391,voor,-2.6961875,-14.196188,voor,-3.062789,-12.437789,voor,-3.0488205,-15.6738205,voor,-4.2645526,-15.014553
2001,tegen,-4.910509,-9.160509,voor,-1.7016772,-15.951677,tegen,-4.29804,-8.79804,voor,-2.5795307,-14.954531,voor,-2.4645576,-15.089558,voor,-3.1722958,-13.297296,voor,-3.7779372,-13.652937,voor,-2.9301414,-15.555141,voor,-3.1682136,-15.668214,voor,-4.5116606,-15.011661,voor,-3.2889702,-14.16397,voor,-2.4318795,-9.681879,voor,-4.160587,-9.035586,voor,-2.3511207,-14.726121,voor,-3.7661512,-10.141151
2002,voor,-5.390365,-9.140365,voor,-3.1681004,-16.7931,voor,-4.650992,-12.025991,voor,-3.651395,-16.901396,voor,-3.651408,-16.526407,voor,-3.895774,-15.270774,voor,-4.635624,-14.760624,voor,-4.26439,-15.38939,voor,-4.511918,-14.386918,voor,-5.0067906,-16.63179,voor,-3.6514628,-15.526463,voor,-4.0279937,-12.152994,voor,-5.3873568,-12.137357,voor,-4.2643104,-15.88931,voor,-5.255683,-14.380683
2003,tegen,-4.7071376,-9.332137,voor,-2.1273897,-15.25239,voor,-3.6776147,-12.052615,voor,-4.0189333,-15.018933,voor,-2.8121612,-15.812161,voor,-3.1750119,-13.175012,voor,-3.2940874,-13.669087,voor,-3.5341203,-13.784121,voor,-3.2892134,-14.539213,voor,-4.5272117,-12.777211,voor,-3.5431378,-12.293138,voor,-3.00714,-11.00714,voor,-3.9528172,-10.327817,voor,-2.8126547,-15.1876545,voor,-4.925827,-11.425827
2004,voor,-4.0199504,-14.39495,voor,-4.2642074,-15.139207,voor,-3.1682568,-15.543257,voor,-4.387562,-16.012562,voor,-3.408701,-14.533701,voor,-3.8956053,-13.895605,voor,-3.5298345,-13.154835,voor,-3.7733045,-17.648304,voor,-4.0182133,-14.768213,voor,-5.006748,-18.131748,voor,-3.8956237,-16.520624,voor,-3.651464,-16.026464,voor,-4.5112696,-15.38627,voor,-3.8955965,-16.395597,voor,-4.634876,-16.384876
2005,tegen,-6.0419188,-8.916919,voor,-3.4455202,-10.19552,voor,-2.950553,-9.700553,voor,-4.397315,-12.647315,voor,-3.2254746,-10.225474,tegen,-5.14181,-8.64181,voor,-3.8725498,-10.12255,voor,-3.533933,-10.283933,voor,-3.8276803,-11.077681,voor,-6.351483,-9.476482,voor,-4.7716603,-8.77166,tegen,-5.9472017,-8.447202,tegen,-7.0824585,-8.5824585,tegen,-4.3294935,-8.3294935,tegen,-4.839058,-9.214058
2006,tegen,-6.1062007,-9.106201,voor,-2.7107472,-12.085748,tegen,-6.6723647,-8.672365,voor,-4.0075097,-10.632509,voor,-4.4622226,-9.087223,voor,-4.2974706,-9.92247,tegen,-5.585316,-8.960317,voor,-2.127908,-14.502908,voor,-3.509679,-10.259679,voor,-4.1644225,-11.789423,voor,-1.6089467,-13.108947,tegen,-4.131602,-8.756602,voor,-3.4688082,-9.718808,tegen,-5.244565,-8.244565,tegen,-6.2774096,-8.65241
2007,voor,-3.4164402,-10.79144,tegen,-5.964829,-8.214829,tegen,-4.950623,-9.200623,tegen,-7.040979,-8.415979,tegen,-9.019197,-8.644197,tegen,-6.4805827,-8.605582,tegen,-6.5875764,-9.212577,tegen,-4.95757,-8.45757,tegen,-5.1254177,-8.625418,tegen,-10.757281,-8.382281,tegen,-8.033546,-8.283546,tegen,-4.2333045,-8.858304,tegen,-6.3370576,-8.962058,tegen,-10.146159,-7.896159,voor,-4.8326745,-9.707674
2008,voor,-3.7733958,-16.523396,voor,-2.1270142,-15.377014,voor,-3.0486672,-14.548667,voor,-4.2642164,-16.764215,voor,-1.5020218,-15.127022,voor,-2.8120515,-15.687052,voor,-3.4087176,-14.408717,voor,-2.8120408,-16.31204,voor,-2.8120463,-15.562046,voor,-4.2642117,-16.889212,voor,-4.0182114,-14.393211,voor,-2.8120866,-13.312086,voor,-4.5111012,-17.6361,voor,-2.3502953,-15.225295,voor,-3.7732964,-15.398296
2009,voor,-2.9688854,-11.093885,tegen,-7.7735667,-8.023567,tegen,-6.9101906,-9.160191,tegen,-6.598621,-8.348621,tegen,-12.882166,-8.507166,tegen,-6.350031,-8.475031,tegen,-7.774131,-8.899131,tegen,-4.943521,-8.443521,tegen,-7.1601696,-8.16017,tegen,-9.885544,-8.135544,tegen,-7.670402,-7.795402,tegen,-4.27029,-8.52029,tegen,-5.0779443,-8.952945,tegen,-12.155703,-7.7807026,tegen,-5.8679233,-8.867923
2010,voor,-2.9105644,-11.285564,voor,-0.9741927,-13.599193,voor,-1.9106896,-15.535689,voor,-2.1270323,-14.377032,voor,-1.7015035,-14.701504,voor,-1.5021015,-16.127102,voor,-2.5790346,-17.079035,voor,-2.1270232,-17.127024,voor,-2.1270137,-13.502014,voor,-2.5789711,-17.453972,voor,-1.7015246,-12.701525,voor,-1.7018887,-15.576889,voor,-2.2437265,-13.493727,voor,-0.97420895,-13.099209,voor,-2.3503134,-17.225313
2011,tegen,-3.8081117,-9.808112,tegen,-8.647231,-8.522231,tegen,-3.9436588,-9.568659,tegen,-5.817245,-9.317245,tegen,-10.381896,-8.506896,tegen,-5.6018467,-8.976847,tegen,-7.1641526,-9.164153,tegen,-3.6746454,-8.799645,tegen,-7.5288076,-8.903808,tegen,-9.512596,-8.637596,tegen,-7.1797237,-8.429724,tegen,-3.049453,-9.174453,voor,-4.661878,-9.786878,tegen,-12.418627,-8.543627,voor,-3.9140067,-9.789006
2012,voor,-4.264244,-17.014244,voor,-2.3502817,-15.600282,voor,-2.3503175,-16.850317,voor,-3.0486798,-17.42368,voor,-2.3502872,-15.225287,voor,-2.579002,-15.829001,voor,-3.529806,-16.154806,voor,-3.048666,-17.423666,voor,-2.3502996,-14.2253,voor,-3.2881176,-17.538118,voor,-3.7733347,-16.898335,voor,-2.930019,-16.30502,voor,-4.387575,-17.387575,voor,-2.8120382,-17.562038,voor,-4.2642245,-16.389225
