,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
1952.0,2023D08044,Motie van de leden Grinwis en Boswijk over bij de aanscherping van de beleidsregels inzake extern salderen meewegen hoe het probleem van ongewenste extra stikstofuitstoot aangepakt kan worden,/kamerstukken/moties/detail?id=2023Z03428&did=2023D08044,23 februari 2023,"['Pieter Grinwis', 'Derk Boswijk']","['ChristenUnie', 'CDA']",-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,"verzoekt de regering bij de aanscherping van de beleidsregels inzake extern salderen mee te wegen hoe deze problemen aangepakt kunnen worden,"
1953.0,2023D08040,Motie van de leden Van Haga en Smolders over het intrekken van de stikstofplannen en het teruggeven van de gereserveerde 25 miljard euro aan de burgers,/kamerstukken/moties/detail?id=2023Z03424&did=2023D08040,23 februari 2023,[],[],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering om de stikstofplannen in te trekken en de gereser-veerde 25 miljard euro terug te geven aan de burgers,"
1954.0,2023D08041,Motie van de leden Van Haga en Smolders over binnen drie maanden met een voorstel komen om de stikstofdoelen bij te stellen aan de hand van realistischere depositiewaarden,/kamerstukken/moties/detail?id=2023Z03425&did=2023D08041,23 februari 2023,[],[],1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering om binnen drie maanden met een voorstel te komen om de stikstofdoelen bij te stellen aan de hand van realistischere depositiewaarden,"
1955.0,2023D08042,Motie van het lid Grinwis c.s. over monitoren in welke gebieden te weinig reductie gerealiseerd wordt die ingezet kan worden voor de legalisatie van PAS-melders,/kamerstukken/moties/detail?id=2023Z03426&did=2023D08042,23 februari 2023,"['Pieter Grinwis', 'Tjeerd de Groot', 'Thom van Campen', 'Derk Boswijk', 'Pieter Omtzigt', 'Caroline van der Plas']","['ChristenUnie', 'D66', 'VVD', 'CDA', 'Omtzigt', 'BBB']",1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,"verzoekt de regering te monitoren in welke gebieden te weinig reductie gerealiseerd wordt die ingezet kan worden voor de legalisatie van PAS-melders en met een aanpak te komen om ook daar PAS-melders toekomst te geven,"
1956.0,2023D08039,Motie van de leden Van Haga en Smolders over boeren niet gedwongen uitkopen,/kamerstukken/moties/detail?id=2023Z03423&did=2023D08039,23 februari 2023,[],[],1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering om boeren niet gedwongen uit te kopen,"
1957.0,2023D08038,"Motie van het lid Koekkoek over met onze buurlanden toetsbare afspraken maken over reductie-aanpak, met name voor de grensregio’s",/kamerstukken/moties/detail?id=2023Z03422&did=2023D08038,23 februari 2023,['Marieke Koekkoek'],['Volt'],-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,"verzoekt de regering om met onze buurlanden toetsbare afspraken te maken over reductie-aanpak, met name voor de grensregio’s,"
1958.0,2023D08033,Motie van de leden Bromet en Thijssen over voor 2040 een tussendoel vaststellen op een CO2-reductie van 14 megaton en hierover afspraken maken in het landbouwakkoord,/kamerstukken/moties/detail?id=2023Z03417&did=2023D08033,23 februari 2023,"['Laura Bromet', 'Joris Thijssen']","['GroenLinks', 'PvdA']",-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering om voor 2040 een tussendoel vast te stellen op een CO2-reductie van 14 megaton CO2 en hierover afspraken te maken in het landbouwakkoord,"
1959.0,2023D08034,Motie van de leden Bromet en Thijssen over salderen op basis van latente ruimte per direct stoppen,/kamerstukken/moties/detail?id=2023Z03418&did=2023D08034,23 februari 2023,"['Laura Bromet', 'Joris Thijssen']","['GroenLinks', 'PvdA']",-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering om salderen op basis van latente ruimte per direct te stoppen,"
1960.0,2023D08031,Motie van het lid Eppink c.s. over inzetten op innovatieve technieken en verplichte onteigening uitsluiten,/kamerstukken/moties/detail?id=2023Z03415&did=2023D08031,23 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt het kabinet in te zetten op innovatieve technieken en verplichte onteigening uit te sluiten,"
1961.0,2023D08032,Motie van het lid Eppink c.s. over de Kamer ruim van tevoren informeren over de inhoud en inzet per minister bij gesprekken in Brussel,/kamerstukken/moties/detail?id=2023Z03416&did=2023D08032,23 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,"verzoekt het kabinet bij volgende gesprekken in Brussel de Kamer ruim voor de reis per brief te informeren over de inhoud en inzet per Minister,"
1962.0,2023D08030,Motie van het lid Kops over een streep door het stikstofbeleid,/kamerstukken/moties/detail?id=2023Z03414&did=2023D08030,23 februari 2023,['Alexander Kops'],['PVV'],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering een streep te zetten door het stikstofbeleid, opdat boeren kunnen boeren en bouwers kunnen bouwen,"
1963.0,2023D08029,Motie van de leden Kops en Wilders over geen medewerking door provinciale besturen aan het stikstofbeleid,/kamerstukken/moties/detail?id=2023Z03413&did=2023D08029,23 februari 2023,"['Alexander Kops', 'Geert Wilders']","['PVV', 'PVV']",1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,", roept de provinciale besturen op nu én na de verkiezingen niet mee te werken aan het stikstofbeleid dat de boerenstand de nek omdraait,"
1964.0,2023D08028,Motie van het lid Kops over de provincies nooit ofte nimmer dwingen het stikstofbeleid uit te voeren,/kamerstukken/moties/detail?id=2023Z03412&did=2023D08028,23 februari 2023,['Alexander Kops'],['PVV'],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering nooit ofte nimmer de provincies te dwingen het stikstofbeleid uit te voeren,"
1965.0,2023D08027,Motie van het lid Kops over niet akkoord gaan met c.q. geen uitvoering geven aan het Brusselse plan om het verslechteringsverbod voor alle natuurgebieden te laten gelden,/kamerstukken/moties/detail?id=2023Z03411&did=2023D08027,23 februari 2023,['Alexander Kops'],['PVV'],1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering niet akkoord te gaan met c.q. geen uitvoering te geven aan het Brusselse plan om het verslechteringsverbod niet alleen voor Natura 2000-gebieden, maar voor alle natuurgebieden te laten gelden,"
1966.0,2023D08023,Motie van het lid Ouwehand over tijdig de fok van dieren beperken en de import van dieren stilleggen,/kamerstukken/moties/detail?id=2023Z03407&did=2023D08023,23 februari 2023,['Esther Ouwehand'],['PvdD'],-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering tijdig de fok van dieren te beperken en de import van dieren stil te leggen,"
1967.0,2023D08021,Motie van de leden Van der Plas en Eppink over de introductie van een drempelwaarde van 1 mol per hectare bij een neerwaartse trend in stikstofdepositie in Natura 2000-gebieden,/kamerstukken/moties/detail?id=2023Z03405&did=2023D08021,23 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,"verzoekt het kabinet te onderzoeken hoe een drempelwaarde van 1 mol per hectare bij een neerwaartse trend in stikstofdepositie in Natura 2000-gebieden kan worden geïntroduceerd,"
1968.0,2023D08020,Motie van de leden Van der Plas en Grinwis over provincies maximaal ondersteunen bij het notificatietraject ten behoeve van de invoering van de Landelijke beëindigingsregeling veehouderij,/kamerstukken/moties/detail?id=2023Z03404&did=2023D08020,23 februari 2023,"['Caroline van der Plas', 'Pieter Grinwis']","['BBB', 'ChristenUnie']",-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,"verzoekt het kabinet om de provincies maximaal te ondersteunen bij het notificatietraject ten behoeve van de invoering van de Lbv,"
1969.0,2023D07799,Gewijzigde motie van het lid Den Haan c.s. over het niet verbreken van de hoogspecialistische ketenzorg voor kinderen met kanker (t.v.v. 31765-713),/kamerstukken/moties/detail?id=2023Z03307&did=2023D07799,23 februari 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om alles op alles te zetten om de hoog specialis-tische ketenzorg voor kinderen met kinderkanker niet te verbreken en hier eerst goed onderzoek naar te doen,"
1970.0,2023D07818,Gewijzigde motie van het lid Van der Plas c.s. over de adviezen van de NZa en de NVVC goed mee laten wegen in het vervolgtraject over concentratie van de hartcentra (t.v.v. 31765-716),/kamerstukken/moties/detail?id=2023Z03316&did=2023D07818,23 februari 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,verzoekt de regering deze adviezen van de NVVC en de NZA goed mee te laten wegen in het vervolgtraject over concentratie van de hartcentra
1971.0,2023D07858,Nader gewijzigde motie van het lid Van der Plas c.s. over de specifieke expertise voor hartingrepen in de baarmoeder in Nederland behouden (t.v.v. 31765-722),/kamerstukken/moties/detail?id=2023Z03338&did=2023D07858,23 februari 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om de specifieke expertise voor hartingrepen in de baarmoeder in Nederland te behouden,"
1972.0,2023D07853,"Motie van het lid Graus over de vergunningstermijn voor commerciële, landelijke radiovergunningen verkorten naar acht jaar",/kamerstukken/moties/detail?id=2023Z03336&did=2023D07853,23 februari 2023,['Dion Graus'],['PVV'],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,"verzoekt de regering de vergunningstermijn voor commerciële landelijke radiovergunningen te verkorten naar acht jaar,"
1973.0,2023D07791,Motie van het lid Ephraim over een deel van het vermogen in box 3 van kleine zelfstandigen als pensioenvermogen afscheiden en apart belasten,/kamerstukken/moties/detail?id=2023Z03301&did=2023D07791,23 februari 2023,[],[],1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,"verzoekt het kabinet te onderzoeken hoe een deel van hun box 3-vermogen als pensioenvermogen afgescheiden en apart belast kan worden, zodat een fatsoenlijk, ten minste minimaal pensioen, voor deze groep binnen bereik blijft, en de Kamer over de uitkomsten te informeren,"
1974.0,2023D07837,Motie van de leden Van Houwelingen en Dekker over alle diplomatieke middelen inzetten om de sancties tegen Syrië op te heffen,/kamerstukken/moties/detail?id=2023Z03330&did=2023D07837,23 februari 2023,['Pepijn van Houwelingen'],['FVD'],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,"roept de regering op alle diplomatieke middelen in te zetten om de sancties tegen Syrië op te heffen en de Kamer hierover zo spoedig mogelijk te informeren,"
1975.0,2023D07811,Motie van het lid Alkaya over het onverkort overnemen van de aanbevelingen van de Commissie doorstroomvennootschappen,/kamerstukken/moties/detail?id=2023Z03313&did=2023D07811,23 februari 2023,[],[],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering de aanbevelingen van de Commissie doorstroom-vennootschappen onverkort over te nemen,"
1976.0,2023D07804,Motie van het lid Van der Lee c.s. over de aanbeveling van de Commissie doorstroomvennootschappen over de safe harbour voor rente- en royaltydoorstromers onverkort implementeren,/kamerstukken/moties/detail?id=2023Z03309&did=2023D07804,23 februari 2023,"['Tom van der Lee', 'Pieter Omtzigt']","['GroenLinks', 'Omtzigt']",1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,"verzoekt het kabinet de aanbeveling van de Commissie doorstroomven-nootschappen onverkort te implementeren, en de Kamer hierover uiterlijk bij de publicatie van de Voorjaarsnota te informeren,"
1977.0,2023D07792,"Motie van de leden Grinwis en Inge van Dijk over een eenduidige definitie van de term ""fiscale regeling"" en op basis hiervan de lijst bij de Miljoenennota compleet maken",/kamerstukken/moties/detail?id=2023Z03302&did=2023D07792,23 februari 2023,"['Pieter Grinwis', 'Inge van Dijk']","['ChristenUnie', 'CDA']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering te komen tot een eenduidige definitie van de term «fiscale regeling» en de lijst op basis van deze definitie compleet te maken vanaf de eerstvolgende Miljoenennota, ook als van een regeling nog geen budgettaire raming beschikbaar is,"
1978.0,2023D07790,Motie van het lid Ephraim over pensioenen in loondienst in pijler 2 meenemen als vermogensbestanddelen bij analyses over vermogensverdeling,/kamerstukken/moties/detail?id=2023Z03300&did=2023D07790,23 februari 2023,[],[],1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering om bij de analyses over vermogensverdeling de pensioenen in loondienst in pijler 2 mee te nemen als vermogensbestand-delen,"
1979.0,2023D07764,Motie van het lid Alkaya over zich primair richten op de 1% rijkste huishoudens bij het uitwerken van voorstellen om tot een eerlijkere vermogensverdeling te komen,/kamerstukken/moties/detail?id=2023Z03289&did=2023D07764,23 februari 2023,[],[],1,,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,"verzoekt de regering bij het uitwerken van voorstellen om tot een eerlijkere vermogensverdeling te komen zich primair op deze groep allerrijksten te richten en niet op de eigen woning van middengroepen,"
1980.0,2023D07766,Motie van het lid Inge van Dijk c.s. over het opstellen van een nationaal spaarplan,/kamerstukken/moties/detail?id=2023Z03290&did=2023D07766,23 februari 2023,"['Inge van Dijk', 'Pieter Grinwis']","['CDA', 'ChristenUnie']",1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering in navolging van de herijking van het sociaal minimum, een nationaal spaarplan op te stellen waarin: •de randvoorwaarden worden beschreven wat nodig is voor kwetsbare huishoudens om überhaupt financiële buffers op te kunnen bouwen, zowel voor wat betreft financiële positie als voor bewustwording; •wordt onderzocht welke spaarproducten er op dit moment voor huishoudens beschikbaar zijn en wordt geanalyseerd of deze vol-doende toegankelijk, informatief en prikkelend zijn; •in samenwerking met de partijen van het Actieplan Consumentenkeu-zes opties worden verkend, uitgewerkt en verspreid waarmee huishoudens verder kunnen worden gestimuleerd om te sparen; •wordt onderzocht wat aanvullende nationale spaarproducten zoals het zilvervlootsparen kunnen bijdragen aan de financiële positie van huishoudens,"
1981.0,2023D07762,Motie van de leden Nijboer en Van der Lee over bij dekkingsopties eerst kijken naar mogelijkheden om een eerlijke bijdrage te vragen van vermogenden en winstgevende bedrijven,/kamerstukken/moties/detail?id=2023Z03287&did=2023D07762,23 februari 2023,['Tom van der Lee'],['GroenLinks'],1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering bij dekkingsopties eerst te kijken naar mogelijkheden om een eerlijke bijdrage te vragen van vermogenden en winstgevende bedrijven, en bezuinigingen te voorkomen,"
1982.0,2023D07781,Motie van het lid Eppink over verdere lastenverzwaringen voor zzp'ers een halt toeroepen,/kamerstukken/moties/detail?id=2023Z03295&did=2023D07781,23 februari 2023,[],[],1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,"roept het kabinet op om verdere lastenverzwaringen voor zzp'ers een halt toe te roepen,"
1983.0,2023D07761,Motie van de leden Nijboer en Van der Lee over maatregelen die ervoor zorgen dat de allergrootste vermogens ten minste de gemiddelde belastingdruk ervaren,/kamerstukken/moties/detail?id=2023Z03286&did=2023D07761,23 februari 2023,['Tom van der Lee'],['GroenLinks'],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt het kabinet bij Voorjaarsnota maatregelen aan te kondigen die ervoor zorgen dat de allergrootste vermogens ten minste de gemiddelde belastingdruk ervaren,"
1984.0,2023D07657,Motie van het lid Van Baarle over de resultaten van de meldplicht van discriminerende verzoeken voor uitzendbureaus betrekken bij de evalutie van de Wet goed verhuurderschap,/kamerstukken/moties/detail?id=2023Z03246&did=2023D07657,22 februari 2023,['Stephan van Baarle'],['DENK'],-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering om de resultaten en ervaringen van de meldplicht van discriminerende verzoeken voor uitzendbureaus te betrekken bij de evaluatie van de Wet goed verhuurderschap en met een nieuwe afweging te komen over een meldplicht van discriminerende verzoeken op de woningmarkt,"
1985.0,2023D07662,Motie van het lid Van der Plas over een werkbare oplossing die niet zal leiden tot stijgende administratievelastendruk als gevolg van de verantwoordingsplicht,/kamerstukken/moties/detail?id=2023Z03249&did=2023D07662,22 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering om in overleg met Aedes en de Autoriteit woningcor-poraties te komen tot een werkbare oplossing die niet zal leiden tot de stijgende administratievelastendruk als gevolg van de verantwoordings-plicht,"
1986.0,2023D07648,Motie van de leden Nijboer en Klaver over onderzoek doen naar een landelijke vergunningplicht,/kamerstukken/moties/detail?id=2023Z03240&did=2023D07648,22 februari 2023,['Jesse Klaver'],['GroenLinks'],-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,"verzoekt het kabinet om te onderzoeken op welke wijze een landelijke vergunningplicht ingevoerd kan worden,"
1987.0,2023D07653,Motie van het lid Beckerman over regelen dat handhaving en naleving toereikend zijn,/kamerstukken/moties/detail?id=2023Z03244&did=2023D07653,22 februari 2023,['Sandra Beckerman'],['SP'],1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering te regelen dat handhaving en naleving toereikend zijn,"
1988.0,2023D07519,Motie van het lid Boulakjar c.s. over harde afspraken met vastgoedeigenaren om kantoren om te bouwen tot woningen,/kamerstukken/moties/detail?id=2023Z03192&did=2023D07519,22 februari 2023,"['Pieter Grinwis', 'Peter de Groot']","['ChristenUnie', 'VVD']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om gemeenten aan te jagen harde afspraken te maken met vastgoedeigenaren om kantoren om te bouwen tot woningen,"
1989.0,2023D07728,Motie van het lid Bushoff c.s. over het openhouden van een derde hartcentrum,/kamerstukken/moties/detail?id=2023Z03266&did=2023D07728,22 februari 2023,"['Julian Bushoff', 'Caroline van der Plas', 'Marieke Koekkoek']","['PvdA', 'BBB', 'Volt']",1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,"verzoekt de regering om naast het Erasmus MC en het UMC Groningen een derde centrum open te houden,"
1990.0,2023D07521,Motie van de leden Pouw-Verweij en Van der Plas over na de coalitievorming bij alle provincies inventariseren waar zij ondersteuning van het Rijk kunnen gebruiken bij hun woningbouwplannen,/kamerstukken/moties/detail?id=2023Z03194&did=2023D07521,22 februari 2023,['Caroline van der Plas'],['BBB'],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt het kabinet om na de coalitievorming bij alle provincies te inventariseren waar zij ondersteuning van het Rijk kunnen gebruiken bij hun plannen; verzoekt het kabinet om provincies te ondersteunen, zo nodig en waar mogelijk met maatwerk, en de Kamer liefst voor het zomerreces te informeren hoe die ondersteuning vorm krijgt,"
1991.0,2023D07663,Motie van het lid Van der Plas over het verplichten van het SNF-keurmerk voor particuliere verhuurders,/kamerstukken/moties/detail?id=2023Z03250&did=2023D07663,22 februari 2023,['Caroline van der Plas'],['BBB'],1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,"verzoekt de regering het SNF-keurmerk verplicht te stellen voor particu-liere verhuurders,"
1992.0,2023D07511,Motie van het lid Beckerman over ervoor zorgen dat budgetten uit het sociaal domein niet worden gebruikt voor de bouw van flexwoningen,/kamerstukken/moties/detail?id=2023Z03184&did=2023D07511,22 februari 2023,['Sandra Beckerman'],['SP'],1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering budgetten uit het sociaal domein niet te (laten) gebruiken voor de bouw van flexwoningen,"
1993.0,2023D07517,Motie van de leden Bromet en Nijboer over de Kamer halfjaarlijks informeren over de gevolgen van de stikstofproblematiek voor de woningbouw,/kamerstukken/moties/detail?id=2023Z03190&did=2023D07517,22 februari 2023,['Laura Bromet'],['GroenLinks'],-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering halfjaarlijks de Kamer te informeren over de gevolgen van de stikstofproblematiek voor de woningbouw en hierbij in elk geval te rapporteren van hoeveel woningen de bouw vertraagd wordt en van hoeveel woningen de vergunningen helemaal niet afgegeven zijn,"
1994.0,2023D07512,Motie van het lid Den Haan c.s. over landelijk monitoren dat de woningbouwcoöperaties zo veel mogelijk dementievriendelijke woningen realiseren,/kamerstukken/moties/detail?id=2023Z03185&did=2023D07512,22 februari 2023,"['Peter de Groot', 'Pieter Grinwis']","['VVD', 'ChristenUnie']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering landelijk te monitoren dat woningbouwcoöperaties gezamenlijk zo veel mogelijk dementievriendelijke woningen realiseren,"
1995.0,2023D07504,Motie van de leden Nijboer en Bromet over een premie verstrekken aan gemeenten voor iedere afgegeven nieuwbouwvergunning,/kamerstukken/moties/detail?id=2023Z03182&did=2023D07504,22 februari 2023,['Laura Bromet'],['GroenLinks'],-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt het kabinet een premie te verstrekken aan gemeenten voor iedere nieuwbouwvergunning die ze verstrekken,"
1996.0,2023D07516,Motie van het lid Grinwis c.s. over bevorderen dat zo veel mogelijk nieuwe seniorenwoningen dementievriendelijk worden gebouwd,/kamerstukken/moties/detail?id=2023Z03189&did=2023D07516,22 februari 2023,"['Pieter Grinwis', 'Peter de Groot']","['ChristenUnie', 'VVD']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering te bevorderen dat zo veel mogelijk van de nieuw te bouwen seniorenwoningen dementievriendelijk worden gebouwd,"
1997.0,2023D07513,Motie van het lid Den Haan c.s. over onderzoeken hoe de bouw van nieuwe hofjes kan worden versneld en gestimuleerd,/kamerstukken/moties/detail?id=2023Z03186&did=2023D07513,22 februari 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om te onderzoeken hoe het bouwen van nieuwe hofjes kan worden versneld en gestimuleerd,"
1998.0,2023D07733,"Motie van het lid Drost c.s. over de kwaliteit, toegankelijkheid en kwantiteit van voorzieningen voor familie onderdeel uit laten maken van de uitwerking van toekomstige bewegingen voor concentratie van zorg",/kamerstukken/moties/detail?id=2023Z03271&did=2023D07733,22 februari 2023,['Wieke Paulusma'],['D66'],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering de kwaliteit, toegankelijkheid en kwantiteit van voorzieningen voor ouders en andere familie, zoals ouderkamers of een Ronald McDonald Huis, onderdeel uit te laten maken van de uitwerking van toekomstige bewegingen van concentratie van zorg,"
1999.0,2023D07734,Motie van het lid Van der Plas over inzichtelijk maken op welke manier het verlies aan PICU's kan worden verzacht,/kamerstukken/moties/detail?id=2023Z03272&did=2023D07734,22 februari 2023,['Caroline van der Plas'],['BBB'],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om op basis van de beschikbare database Pedia-trische Intensive Care Evaluatie, van de kinder-ic’s, inzichtelijk te maken op welke manier het verlies aan PICU’s kan worden verzacht, met name voor het Leids Universitair Medisch Centrum (LUMC),"
2000.0,2023D07737,Motie van de leden Tielen en Paulusma over eigenaarschap nemen voor de voortgang van het proces van concentratie van hoogcomplexe zorg voor patiënten met een aangeboren hartafwijking,/kamerstukken/moties/detail?id=2023Z03275&did=2023D07737,22 februari 2023,"['Judith Tielen', 'Wieke Paulusma']","['VVD', 'D66']",1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,"verzoekt de Minister om eigenaarschap te nemen voor de voortgang van het proces van concentratie van hoogcomplexe zorg voor patiënten met een aangeboren hartafwijking proces, inclusief het perspectief voor patiënten, zorgprofessionals en instellingen, en de Kamer hierover periodiek te informeren; verzoekt de Minister tevens om, als na een jaar blijkt dat dit proces onvoldoende voortgang kent, te overwegen om de Nederlandse Zorgauto-riteit opdracht te geven om dit landelijk concentratieplan te maken,"
2001.0,2023D07729,Motie van het lid Agema over de kinderhartinterventies uit de marktwerking halen en bekostigen op basis van een beschikbaarheidsbijdrage,/kamerstukken/moties/detail?id=2023Z03267&did=2023D07729,22 februari 2023,['Fleur Agema'],['PVV'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering de kinderhartinterventies uit de marktwerking te halen en te bekostigen op basis van een beschikbaarheidsbijdrage,"
2002.0,2023D07730,Motie van het lid Hijink c.s. over nu geen besluit tot concentratie nemen,/kamerstukken/moties/detail?id=2023Z03268&did=2023D07730,22 februari 2023,['Caroline van der Plas'],['BBB'],1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,"verzoekt de regering nu geen besluit tot concentratie te nemen; verzoekt de regering voorts, alvorens over te gaan op concentratie, in nauwe samenwerking met de academische ziekenhuizen en in afstemming met de IGJ en de NZa, eerst een integrale analyse te maken van het academisch zorglandschap voor kindzorg, zodat in samenwerking zo veel als mogelijk de negatieve gevolgen van eventuele concentratie ondervangen kunnen worden,"
2003.0,2023D06967,Gewijzigde motie van het lid Omtzigt c.s. over in het Reglement van Orde een amenderende motie op Europese voorstellen toevoegen als instrument (t.v.v. 36305-6),/kamerstukken/moties/detail?id=2023Z03005&did=2023D06967,21 februari 2023,[],[],1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,", verzoekt het Presidium het Reglement van Orde aan te passen door een amenderende motie op Europese voorstellen toe te voegen als instrument en expliciet te maken dat die onder artikel 81 van de Grondwet valt,"
2004.0,2023D07465,Motie van het lid Van Haga over het in kaart brengen van de effecten van de heffingsvrije import vanuit Oekraïne op de pluimveesector,/kamerstukken/moties/detail?id=2023Z03163&did=2023D07465,21 februari 2023,[],[],1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering om de effecten van de heffingsvrije import vanuit Oekraïne op de pluimveesector in kaart te brengen,"
2005.0,2023D07468,Motie van het lid Baudet over uitspreken dat Nederland niet in een militair bondgenootschap moet zitten met de verantwoordelijke(n) voor de vernieling van de Nord Stream-pijpleidingen,/kamerstukken/moties/detail?id=2023Z03166&did=2023D07468,21 februari 2023,['Thierry Baudet'],['FVD'],-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,"spreekt uit dat de verantwoordelijke(n) voor deze aanslag duidelijk niet onze vriend is/zijn en dat Nederland vanzelfsprekend niet in een militair bondgenootschap met de dader(s) zou moeten zitten,"
2006.0,2023D07469,Motie van het lid Baudet over uitspreken dat Nederlandse dienstplichtigen nooit mogen worden uitgezonden om in het huidige conflict in Oekraïne te vechten,/kamerstukken/moties/detail?id=2023Z03167&did=2023D07469,21 februari 2023,['Thierry Baudet'],['FVD'],1,-1,-1,-1,-1,1,-1,,-1,-1,-1,-1,1,-1,1,"spreekt uit dat Nederlandse dienstplichtigen nooit mogen worden uitgezonden om in het huidige conflict in Oekraïne te gaan vechten,"
2007.0,2023D07380,Motie van de leden Heinen en Grinwis over niet instemmen met nieuwe structurele Europese fondsen gefinancierd door nieuwe gezamenlijke schulduitgiften en meer nationale garanties,/kamerstukken/moties/detail?id=2023Z03141&did=2023D07380,21 februari 2023,"['Eelco Heinen', 'Pieter Grinwis']","['VVD', 'ChristenUnie']",1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,"verzoekt het kabinet in dit kader niet in te stemmen met het opzetten van nieuwe structurele Europese fondsen gefinancierd door nieuwe gezamen-lijke schulduitgiften en meer nationale garanties,"
