,gpt4o_mini_rechts,gpt4o_mini_rechts_voor_lprob,gpt4o_mini_rechts_tegen_lprob,gpt4o_mini_centristisch,gpt4o_mini_centristisch_voor_lprob,gpt4o_mini_centristisch_tegen_lprob
1144,tegen,-0.8323898,-0.5823898,voor,-0.10029379,-12.850294
1145,voor,-0.078968994,-12.078969,tegen,-8.376405,-0.0014043984
1146,voor,-0.09854602,-2.723546,voor,-0.043081064,-10.668081
1147,voor,-0.03483625,-4.7848363,voor,-0.07895368,-13.328954
1148,tegen,-3.290436,-0.040436078,voor,-0.008163342,-6.1331635
1149,tegen,-2.239046,-0.11404621,voor,-0.25204492,-13.502045
1150,tegen,-4.143517,-0.018516872,voor,-0.01258817,-10.0125885
1151,tegen,-5.131738,-0.0067383423,voor,-0.062037706,-11.937037
1152,tegen,-7.3762565,-0.0012563034,voor,-0.31338242,-15.188382
1153,tegen,-9.125493,-0.0004928642,voor,-0.048663218,-12.923663
1154,tegen,-11.126169,-0.001168795,voor,-0.16031003,-13.16031
1155,tegen,-4.8831315,-0.008131537,voor,-0.0620367,-15.6870365
1156,tegen,-7.37589,-0.00088990235,voor,-0.029904606,-3.6549046
1157,voor,-0.19483434,-2.3198342,voor,-0.038926013,-5.288926
1158,tegen,-8.002449,-0.0024486617,voor,-0.12700559,-13.377006
1159,tegen,-6.627269,-0.0022687318,voor,-0.016086692,-11.266087
1160,tegen,-5.504894,-0.004893589,voor,-0.017379373,-5.7673793
1161,tegen,-2.8160324,-0.066032514,voor,-0.078960404,-13.20396
1162,tegen,-7.2524285,-0.0024283365,voor,-0.02098803,-7.895988
1163,voor,-0.28549522,-1.4104953,voor,-0.006795067,-10.131795
1164,tegen,-10.75096,-0.00096065435,voor,-0.048682068,-10.548682
1165,tegen,-3.8974946,-0.022494536,voor,-0.007785366,-8.882786
1166,tegen,-2.6968935,-0.071893536,voor,-0.029878808,-9.529879
1167,voor,-0.038780622,-7.2887807,tegen,-9.375758,-0.00075805024
1168,tegen,-10.12536,-0.00035989526,voor,-0.02060133,-11.145601
1169,tegen,-2.3520484,-0.10204829,voor,-0.28938165,-1.4143816
1170,voor,-0.20786463,-1.7078646,tegen,-15.752055,-0.0020552159
1171,tegen,-3.5303857,-0.030385783,tegen,-11.125476,-0.00047547516
1172,tegen,-6.0038576,-0.0038576743,voor,-0.014323808,-9.014324
1173,tegen,-4.2757936,-0.02579332,voor,-0.1387002,-4.5137
1174,tegen,-7.1269093,-0.0019091234,voor,-0.018694617,-7.6436944
1175,tegen,-4.8837714,-0.0087713925,tegen,-15.126049,-0.0010488853
1176,voor,-0.32401738,-1.3240174,tegen,-15.37627,-0.0012704703
1177,voor,-0.15389808,-2.153898,tegen,-6.3786163,-0.0036161088
1178,tegen,-3.050521,-0.05052094,voor,-0.07896249,-13.203962
1179,tegen,-3.9125462,-0.037546057,voor,-0.029979458,-8.65498
1180,voor,-0.474237,-10.224237,tegen,-2.703026,-0.07802605
1181,tegen,-8.251708,-0.0017083752,voor,-0.3571194,-1.2321194
1182,tegen,-0.9048194,-0.5298194,voor,-0.07896481,-12.703965
1183,tegen,-6.3781953,-0.0031954164,voor,-0.16031846,-15.035318
1184,tegen,-1.4120924,-0.2870924,voor,-0.100292824,-14.475293
1185,tegen,-6.3775835,-0.0025832665,voor,-0.038110573,-12.038111
1186,tegen,-12.625655,-0.0006554892,voor,-0.016134197,-9.641134
1187,tegen,-7.3765798,-0.0015799707,tegen,-1.0587844,-0.43378437
1188,voor,-0.20658858,-1.7065886,voor,-0.20152757,-15.576528
1189,tegen,-4.8888826,-0.0138826845,voor,-0.20155299,-10.076553
1190,voor,-0.033998694,-4.0339985,tegen,-4.3881874,-0.013187531
1191,tegen,-14.751476,-0.0014766523,tegen,-1.2262791,-0.35127914
1192,tegen,-5.133272,-0.008271999,voor,-0.16031562,-13.5353155
1193,voor,-0.039370224,-3.5393703,voor,-0.078959845,-12.453959
1194,tegen,-1.8074739,-0.18247394,voor,-0.07895588,-12.703956
1195,tegen,-14.006871,-0.006871071,tegen,-1.3158054,-0.31580546
1196,voor,-0.08145076,-2.8314507,tegen,-16.252922,-0.0029224453
1197,voor,-0.2522516,-8.502252,tegen,-12.750807,-0.0008067715
1198,tegen,-5.2572107,-0.007210565,voor,-0.018757911,-7.518758
1199,voor,-0.05582916,-7.055829,voor,-0.04335848,-8.168359
1200,tegen,-1.3161021,-0.31610212,voor,-0.15165447,-2.0266545
1201,tegen,-1.4106832,-0.2856831,voor,-0.027856894,-6.527857
1202,tegen,-10.000701,-0.0007007609,voor,-0.3870324,-14.2620325
1203,tegen,-5.2572985,-0.0072986176,voor,-0.038147755,-9.913148
1204,tegen,-9.12595,-0.0009500489,voor,-0.07894388,-14.703944
1205,tegen,-3.4105604,-0.035560265,voor,-0.05538104,-7.805381
1206,tegen,-9.625401,-0.00040087933,voor,-0.062040392,-11.31204
1207,voor,-0.12240913,-2.747409,voor,-0.068704605,-3.1937046
1208,tegen,-3.5338848,-0.033884734,voor,-0.10029477,-14.350295
1209,voor,-0.043515652,-3.7935157,voor,-0.023310818,-10.648311
1210,tegen,-0.9111331,-0.5361331,voor,-0.078969985,-12.57897
1211,tegen,-4.512284,-0.012283713,voor,-0.0112785315,-8.636278
1212,tegen,-8.751089,-0.0010891394,voor,-0.31340235,-14.438402
1213,tegen,-5.258418,-0.008417998,voor,-0.07895379,-12.203954
1214,tegen,-6.6271286,-0.0021286106,voor,-0.10028053,-13.725281
1215,voor,-0.57960176,-0.82960176,voor,-0.07895798,-14.578958
1216,tegen,-3.2900598,-0.040059816,voor,-0.10030178,-14.475302
1217,tegen,-1.5048361,-0.25483602,voor,-0.07896062,-13.95396
1218,tegen,-10.000911,-0.0009107484,voor,-0.100287214,-12.975287
1219,voor,-0.16709533,-1.9170953,voor,-0.07897241,-14.328973
1220,tegen,-11.375399,-0.00039825685,voor,-0.048653223,-11.548654
1221,tegen,-12.375565,-0.00056446897,voor,-0.2015218,-14.451522
1222,tegen,-3.6539037,-0.02890369,voor,-0.06207098,-10.437071
1223,tegen,-0.76173764,-0.63673764,voor,-0.0122596845,-6.7622595
1224,tegen,-12.001304,-0.0013032147,voor,-0.02229846,-6.3972983
1225,tegen,-12.500737,-0.00073744263,voor,-0.2520538,-14.002054
1226,tegen,-3.6529427,-0.027942557,voor,-0.048680138,-10.54868
1227,tegen,-8.5018425,-0.0018421328,voor,-0.025778808,-3.9007788
1228,tegen,-8.62652,-0.0015203377,voor,-0.02645391,-9.151454
1229,voor,-0.02983229,-11.029832,tegen,-4.5120926,-0.012092811
1230,voor,-0.19369389,-1.8186939,voor,-0.04866492,-10.548665
1231,voor,-0.5281094,-1.0281093,tegen,-7.6288967,-0.0038968686
1232,tegen,-8.25054,-0.00053945085,voor,-0.16032831,-13.410328
1233,tegen,-6.8798447,-0.0048447154,voor,-0.065718554,-3.8157187
1234,tegen,-2.8230379,-0.07303776,tegen,-1.6184599,-0.24345998
1235,tegen,-10.375716,-0.00071648485,voor,-0.062030762,-12.687031
1236,tegen,-2.0223484,-0.14734837,voor,-0.10027881,-12.100279
1237,tegen,-3.6602342,-0.035234176,tegen,-2.029402,-0.15440194
1238,tegen,-6.502312,-0.002312146,voor,-0.038118027,-10.788118
1239,tegen,-3.531162,-0.031161921,voor,-0.47422007,-15.09922
1240,tegen,-9.627374,-0.002373866,tegen,-9.126157,-0.0011567702
1241,tegen,-5.0098557,-0.009855722,tegen,-4.886166,-0.011166195
1242,tegen,-5.2572474,-0.00724738,voor,-0.10027751,-12.725278
1243,voor,-0.31686968,-5.6918697,voor,-0.21232064,-1.7123207
1244,tegen,-2.3523936,-0.10239354,voor,-0.04865993,-11.79866
1245,tegen,-9.12573,-0.0007293515,voor,-0.009934811,-8.884934
1246,tegen,-5.504851,-0.0048506497,voor,-0.006749005,-12.631749
1247,voor,-0.113258824,-4.363259,tegen,-10.876019,-0.0010186369
1248,tegen,-9.376132,-0.0011322398,tegen,-2.2394857,-0.114485696
1249,tegen,-0.9267708,-0.5517708,voor,-0.20152415,-10.701524
1250,tegen,-7.376158,-0.0011580813,voor,-0.02980731,-11.404807
1251,tegen,-8.750844,-0.00084429135,voor,-0.03149176,-6.4064918
1252,tegen,-5.1323113,-0.0073115225,tegen,-1.1538467,-0.4038468
1253,tegen,-12.502618,-0.002618228,voor,-0.048748717,-9.298749
1254,voor,-0.6438491,-0.7688491,voor,-0.25204676,-13.627047
1255,tegen,-13.251138,-0.0011380735,voor,-0.07901361,-9.829014
1256,tegen,-6.627544,-0.0025440357,voor,-0.11218581,-2.3621857
1257,tegen,-2.1297426,-0.12974273,voor,-0.20151936,-14.076519
1258,tegen,-8.378606,-0.0036060056,voor,-0.12700622,-13.627007
1259,tegen,-3.0497005,-0.049700614,voor,-0.25204724,-15.627048
1260,tegen,-4.1475825,-0.02258265,voor,-0.12701231,-12.002012
1261,tegen,-8.503163,-0.0031629875,voor,-0.10028505,-11.975285
1262,tegen,-4.7598233,-0.009823144,voor,-0.03811378,-11.163114
1263,tegen,-13.628742,-0.003742483,voor,-0.021407371,-7.1464076
1264,tegen,-0.82914555,-0.57914555,voor,-0.078961276,-14.703961
1265,tegen,-3.2922242,-0.042224105,voor,-0.4905891,-0.99058914
1266,tegen,-15.014348,-0.014348012,voor,-0.023079727,-6.02308
1267,voor,-0.084509775,-5.20951,voor,-0.024197653,-7.0241976
1268,tegen,-14.001617,-0.0016176923,voor,-0.043725856,-3.543726
1269,tegen,-8.251436,-0.0014358278,voor,-0.02069767,-9.145698
1270,tegen,-0.90796363,-0.53296363,voor,-0.12701903,-11.627019
1271,voor,-0.12721798,-8.502218,voor,-0.10038652,-9.225387
1272,tegen,-11.627613,-0.0026128786,voor,-0.31338972,-13.43839
1273,tegen,-10.250781,-0.0007807998,voor,-0.029802911,-11.779803
1274,voor,-0.12187221,-2.2468722,voor,-0.038102083,-12.538102
1275,tegen,-8.250973,-0.0009725637,voor,-0.038097493,-13.038097
1276,tegen,-12.376624,-0.0016241183,voor,-0.48613954,-0.98613954
1277,tegen,-2.353125,-0.10312519,voor,-0.06201205,-15.187012
1278,tegen,-11.376624,-0.00162388,voor,-0.38701168,-14.887012
1279,voor,-0.5841086,-0.8341086,voor,-0.04864448,-12.548644
1280,voor,-0.06693155,-2.9419315,voor,-0.03810058,-12.4131
1281,tegen,-7.1311965,-0.006196592,voor,-0.12703058,-11.62703
1282,tegen,-9.125381,-0.0003812217,voor,-0.25204268,-15.627043
1283,tegen,-12.378742,-0.0037421254,voor,-0.17472184,-2.5497217
1284,voor,-0.062199924,-8.6872,voor,-0.021166982,-4.396167
1285,voor,-0.10137057,-6.851371,voor,-0.09242632,-5.7174263
1286,tegen,-10.625663,-0.0006631146,tegen,-10.375611,-0.00061104825
1287,tegen,-3.6527293,-0.027729237,voor,-0.10029822,-14.475298
1288,tegen,-6.1290975,-0.0040972778,voor,-0.16036813,-15.535368
1289,tegen,-10.376637,-0.0016376928,voor,-0.4742223,-16.349222
1290,voor,-0.31335774,-13.313357,voor,-0.69328386,-17.693283
1291,Voor,-0.47424448,-11.099244,tegen,-7.501198,-0.0011976092
1292,tegen,-11.375254,-0.00025347207,tegen,-2.930995,-0.055994872
1293,tegen,-2.1315465,-0.13154654,voor,-0.062063027,-11.187063
1294,voor,-0.034021515,-4.0340214,voor,-0.25203046,-14.12703
1295,tegen,-11.876448,-0.0014477371,voor,-0.023315359,-10.898315
1296,tegen,-8.625919,-0.00091979676,voor,-0.023314891,-10.773314
1297,tegen,-1.4146408,-0.2896408,voor,-0.0620367,-12.0620365
1298,tegen,-7.501747,-0.0017469348,voor,-0.014335906,-9.014336
1299,tegen,-11.250484,-0.00048489223,voor,-0.07897164,-13.578972
1300,tegen,-8.376399,-0.0013988104,voor,-0.23070636,-1.6057063
1301,tegen,-1.7039741,-0.20397413,voor,-0.012622426,-9.512623
1302,tegen,-6.8775287,-0.0025286952,tegen,-4.6363726,-0.011372705
1303,tegen,-0.83356166,-0.58356166,voor,-0.06204432,-12.437044
1304,tegen,-7.2518053,-0.0018053686,voor,-0.07917145,-8.454171
1305,tegen,-8.753516,-0.0035164487,voor,-0.049694378,-6.9246945
1306,tegen,-11.127325,-0.0023253406,voor,-0.47428274,-9.599283
1307,tegen,-7.001496,-0.0014958148,voor,-0.062032327,-11.687033
1308,tegen,-7.1269164,-0.0019165032,voor,-0.014603794,-5.1396036
1309,tegen,-4.6360383,-0.011038513,voor,-0.038089685,-12.16309
1310,tegen,-2.2438605,-0.1188605,voor,-0.2520049,-15.502005
1311,tegen,-5.1371775,-0.012177372,tegen,-2.0327816,-0.1577815
1312,tegen,-5.014746,-0.014746286,voor,-0.16714405,-2.042144
1313,tegen,-11.875535,-0.0005345635,voor,-0.012708475,-8.762709
1314,tegen,-3.055087,-0.055087082,tegen,-9.376901,-0.0019005554
1315,tegen,-7.3764086,-0.0014084475,voor,-0.016283037,-8.516283
1316,tegen,-11.752593,-0.0025932542,voor,-0.07897274,-11.328973
1317,voor,-0.12290832,-2.2479084,tegen,-14.87759,-0.0025906353
1318,tegen,-8.000998,-0.0009970829,voor,-0.10030274,-13.100303
1319,voor,-0.07895093,-14.703951,voor,-0.073911,-2.698911
1320,voor,-0.12702858,-11.377028,tegen,-0.7590924,-0.6340924
1321,tegen,-2.5804293,-0.080429286,voor,-0.1603268,-14.910327
1322,voor,-0.47764924,-0.9776492,voor,-0.0040065725,-7.8790064
1323,voor,-0.23006973,-1.7300698,tegen,-9.626083,-0.0010833021
1324,voor,-0.1893396,-1.8143396,voor,-0.026377285,-10.526378
1325,tegen,-1.8123028,-0.18730284,voor,-0.07896338,-12.328963
1326,tegen,-10.250381,-0.00038134094,voor,-0.10029336,-15.600293
1327,voor,-0.023384655,-9.273385,voor,-0.58039004,-0.83039004
1328,voor,-0.2520827,-10.002083,tegen,-8.50067,-0.0006700247
1329,tegen,-5.381821,-0.006821105,voor,-0.043701556,-3.5437016
1330,voor,-0.291152,-1.541152,tegen,-8.876407,-0.0014071364
1331,tegen,-8.251246,-0.0012467781,voor,-0.25203276,-14.877033
1332,tegen,-9.500655,-0.0006551316,voor,-0.07896745,-13.453967
1333,tegen,-5.504991,-0.004991101,voor,-0.39145282,-1.1414528
1334,voor,-0.019637903,-4.769638,tegen,-5.3801217,-0.0051215617
1335,tegen,-1.8201823,-0.19518235,tegen,-6.005654,-0.005653706
1336,voor,-0.1383304,-2.1383305,voor,-0.25200942,-13.252009
1337,tegen,-2.2396882,-0.1146881,voor,-0.012626428,-9.512627
1338,tegen,-10.255438,-0.005438066,tegen,-15.378773,-0.0037727698
1339,tegen,-1.9141457,-0.1641457,voor,-0.042133022,-3.417133
1340,voor,-0.01035385,-5.010354,voor,-0.1270249,-17.877026
1341,tegen,-9.751059,-0.0010584142,tegen,-13.625412,-0.0004124384
1342,tegen,-10.250762,-0.00076222233,voor,-0.06203737,-12.437037
1343,tegen,-10.875429,-0.0004294772,voor,-0.029794471,-12.404795
1344,tegen,-4.1423664,-0.017366244,voor,-0.012134734,-6.8871346
1345,tegen,-2.472568,-0.09756805,voor,-0.016463289,-7.8914633
1346,tegen,-2.5803995,-0.080399595,voor,-0.20151849,-12.576518
1347,tegen,-2.8185086,-0.068508595,tegen,-2.5822039,-0.08220396
1348,tegen,-0.7621737,-0.6371737,voor,-0.13186921,-2.1318693
1349,tegen,-3.5305626,-0.030562688,voor,-0.055202037,-8.3052025
1350,tegen,-6.7515173,-0.0015174767,voor,-0.008673192,-10.883674
1351,tegen,-8.001172,-0.0011720099,voor,-0.01355887,-5.138559
1352,tegen,-3.8971174,-0.022117391,voor,-0.048657086,-11.798657
1353,tegen,-5.5054617,-0.005461663,voor,-0.026375193,-10.651375
1354,tegen,-3.8971174,-0.022117391,voor,-0.048657086,-11.798657
1355,tegen,-2.3539987,-0.10399862,tegen,-1.9144424,-0.16444245
1356,tegen,-3.8963945,-0.021394422,voor,-0.016197182,-9.141197
1357,tegen,-3.0528777,-0.052877743,voor,-0.082000144,-2.7070003
1358,voor,-0.3632811,-1.4882811,voor,-0.3869826,-11.386983
1359,tegen,-4.0194945,-0.01949435,voor,-0.023306388,-11.023307
1360,voor,-0.12700507,-11.502005,tegen,-5.6290455,-0.0040452755
1361,tegen,-2.2453415,-0.12034158,tegen,-6.878707,-0.0037070848
1362,tegen,-2.1285372,-0.12853707,tegen,-12.375752,-0.0007524513
1363,voor,-0.058915023,-3.5589151,voor,-0.02336148,-5.8983617
1364,tegen,-12.500497,-0.00049691345,voor,-0.026865622,-5.6518655
1365,tegen,-12.626295,-0.0012950005,voor,-0.026609354,-8.401609
1366,tegen,-13.001154,-0.0011543897,voor,-0.07283052,-2.8228304
1367,voor,-0.021069868,-7.64607,voor,-0.07897439,-10.703975
1368,tegen,-0.83371323,-0.58371323,voor,-0.028810114,-6.02881
1369,tegen,-8.752817,-0.0028171204,voor,-0.10037381,-9.225374
1370,tegen,-5.2559404,-0.0059405323,voor,-0.25202945,-12.127029
1371,tegen,-8.252357,-0.0023563833,voor,-0.029833559,-10.904834
1372,tegen,-6.502019,-0.002019167,voor,-0.020647699,-9.770648
1373,voor,-0.13717526,-2.1371753,voor,-0.10027826,-14.225278
1374,tegen,-8.627236,-0.0022363781,voor,-0.051379796,-5.9263797
1375,tegen,-7.376008,-0.0010078003,voor,-0.029803721,-12.029803
1376,tegen,-6.6270366,-0.0020364183,voor,-0.062039606,-11.187039
1377,voor,-0.10087226,-7.475872,voor,-0.3133768,-11.813376
1378,tegen,-1.0570558,-0.43205583,voor,-0.026362775,-11.776362
1379,tegen,-2.6982076,-0.07320762,voor,-0.014765672,-7.5147657
1380,tegen,-12.251275,-0.001274758,voor,-0.062042184,-11.937042
1381,tegen,-9.250934,-0.00093349424,tegen,-5.7546096,-0.0046095573
1382,voor,-0.023730703,-5.7737308,voor,-0.0380929,-12.663093
1383,tegen,-4.7610826,-0.011082838,voor,-0.009844977,-6.134845
1384,tegen,-1.602909,-0.22790894,voor,-0.029804299,-11.654804
1385,tegen,-5.8786426,-0.0036423577,voor,-0.03808808,-12.913088
1386,tegen,-10.501189,-0.00118963,tegen,-0.83048636,-0.58048636
1387,tegen,-10.264378,-0.014377858,voor,-0.06717346,-4.4421735
1388,voor,-0.033998694,-4.0339985,tegen,-4.3881874,-0.013187531
1389,voor,-0.049007777,-7.924008,voor,-0.18394789,-1.8089479
1390,tegen,-6.879861,-0.004860734,tegen,-9.251179,-0.0011785587
1391,tegen,-14.126184,-0.0011843961,voor,-0.054386098,-3.0543861
1392,tegen,-5.5053945,-0.005394434,voor,-0.062037934,-13.187037
1393,tegen,-12.125682,-0.0006814572,voor,-0.12702134,-16.127022
1394,tegen,-5.00822,-0.008219982,voor,-0.03156661,-3.6565666
1395,tegen,-12.626597,-0.0015975799,tegen,-9.625855,-0.0008555974
1396,tegen,-10.003385,-0.0033845801,voor,-0.012613023,-6.512613
1397,tegen,-3.7749686,-0.024968721,voor,-0.20149831,-13.951498
1398,tegen,-15.628756,-0.003756021,tegen,-1.0558585,-0.4308585
1399,tegen,-3.0504737,-0.050473683,voor,-0.048658784,-12.923658
1400,voor,-0.10028441,-15.100285,voor,-0.022753153,-4.1477532
1401,tegen,-2.6992128,-0.074212864,voor,-0.0620423,-11.562042
1402,tegen,-0.9775852,-0.4775852,tegen,-6.3775187,-0.0025184655
1403,tegen,-8.001658,-0.0016582784,voor,-0.062036473,-11.3120365
1404,tegen,-15.127956,-0.002955947,tegen,-2.813361,-0.06336101
1405,tegen,-7.876325,-0.0013250032,voor,-0.10028614,-12.8502865
1406,voor,-0.23732251,-1.7373226,tegen,-12.3758135,-0.00081355876
1407,tegen,-5.879088,-0.0040880167,voor,-0.009591991,-5.634592
1408,voor,-0.04204959,-3.6670496,voor,-0.10027556,-15.600276
1409,tegen,-7.3767047,-0.0017048174,voor,-0.029813098,-11.279813
1410,tegen,-11.001474,-0.0014742719,tegen,-4.7597594,-0.009759633
1411,voor,-0.07185992,-3.1968598,tegen,-2.0201597,-0.14515978
1412,tegen,-3.1700392,-0.045039143,tegen,-10.500364,-0.0003641866
1413,tegen,-13.6259,-0.0008999044,tegen,-0.90231735,-0.52731735
1414,voor,-0.04352969,-7.6685295,voor,-0.029809047,-11.904809
1415,voor,-0.12701167,-13.127011,voor,-0.1270142,-14.127014
1416,voor,-0.024968492,-6.3999686,voor,-0.16031612,-15.160316
1417,tegen,-12.50261,-0.00261026,voor,-0.10066812,-7.975668
1418,tegen,-6.502176,-0.0021759546,voor,-0.014291732,-9.389292
1419,voor,-0.04108615,-3.7910862,tegen,-15.501601,-0.0016015063
1420,tegen,-13.502628,-0.002628454,voor,-0.031585667,-4.5315857
1421,tegen,-9.125676,-0.00067597756,voor,-0.38703188,-11.637032
1422,tegen,-11.127956,-0.0029567815,voor,-0.06214828,-9.187148
1423,tegen,-13.381857,-0.0068573356,tegen,-5.882654,-0.0076541887
1424,tegen,-3.655608,-0.030607902,voor,-0.062053613,-10.937054
1425,tegen,-6.752248,-0.0022479151,voor,-0.038100246,-12.5381
1426,tegen,-3.8980653,-0.023065403,voor,-0.010353496,-7.5103536
1427,tegen,-7.5009413,-0.00094123883,voor,-0.0087149115,-9.633715
1428,voor,-0.40716916,-1.1571691,voor,-0.07895919,-13.078959
1429,tegen,-7.501602,-0.0016022215,tegen,-9.626092,-0.001092235
1430,tegen,-6.5018563,-0.0018562922,voor,-0.011213688,-9.011213
1431,tegen,-2.6964235,-0.071423486,voor,-0.048649814,-12.04865
1432,tegen,-8.500688,-0.0006871754,voor,-0.043394096,-8.043394
1433,tegen,-3.7743042,-0.024304118,voor,-0.20151031,-15.82651
1434,tegen,-2.5808783,-0.0808783,voor,-0.029941283,-9.029942
1435,tegen,-9.625696,-0.0006965888,tegen,-10.625721,-0.0007207724
1436,tegen,-1.5054905,-0.2554906,tegen,-10.626155,-0.0011547473
1437,tegen,-8.001203,-0.0012023738,voor,-0.05152359,-3.1765237
1438,tegen,-8.375614,-0.0006141476,voor,-0.39009312,-1.1400931
1439,voor,-0.02696322,-7.401963,voor,-0.16442476,-1.9144248
1440,tegen,-10.751277,-0.0012773768,tegen,-12.500812,-0.0008111747
1441,tegen,-11.000225,-0.00022535099,voor,-0.015108469,-7.0151086
1442,tegen,-9.254843,-0.004842458,voor,-0.25205204,-10.127052
1443,tegen,-4.0189943,-0.01899421,voor,-0.06205115,-13.437051
1444,voor,-0.32307383,-1.3230739,voor,-0.0486421,-13.048642
1445,tegen,-5.75392,-0.003920007,voor,-0.20149246,-16.076492
1446,tegen,-7.2520847,-0.0020848317,voor,-0.012719302,-8.762719
1447,tegen,-4.8838725,-0.008872301,voor,-0.20150143,-15.826502
1448,tegen,-3.5303211,-0.030321015,voor,-0.20151617,-16.951517
1449,tegen,-0.8329422,-0.5829422,voor,-0.03018431,-7.9051843
1450,voor,-0.12700224,-12.377003,tegen,-12.876254,-0.0012542768
1451,voor,-0.018790318,-5.3937902,voor,-0.43048188,-1.0554819
1452,voor,-0.030585118,-7.1555853,voor,-0.100294545,-16.600294
1453,voor,-0.32437307,-1.324373,voor,-0.012000823,-5.262001
1454,tegen,-4.758912,-0.008912125,voor,-0.0046522687,-11.879652
1455,tegen,-2.579804,-0.07980397,voor,-0.07895544,-13.328956
1456,voor,-0.18627371,-1.9362737,tegen,-11.625913,-0.0009130132
1457,tegen,-0.76153606,-0.63653606,voor,-0.12702082,-16.12702
1458,tegen,-2.020009,-0.14500915,voor,-0.04865413,-11.673655
1459,tegen,-11.879235,-0.0042357007,tegen,-2.0206325,-0.1456325
1460,tegen,-11.508758,-0.008757212,tegen,-5.5062323,-0.006232368
1461,tegen,-11.004239,-0.004238666,voor,-0.03230625,-4.282306
1462,tegen,-9.145862,-0.020861367,tegen,-6.393068,-0.018067762
1463,tegen,-9.3757,-0.0007004033,voor,-0.029814022,-11.779814
1464,voor,-0.038379166,-8.163379,voor,-0.011322257,-8.386322
1465,tegen,-2.8188186,-0.06881857,voor,-0.04367987,-7.4186797
1466,tegen,-1.1397499,-0.38974985,tegen,-5.0077353,-0.007735462
1467,tegen,-8.876292,-0.0012923781,tegen,-4.019323,-0.019322956
1468,tegen,-13.377045,-0.0020442712,tegen,-13.125513,-0.0005129986
1469,tegen,-10.875749,-0.0007486368,voor,-0.048661172,-12.173661
1470,tegen,-4.5118184,-0.011818587,voor,-0.12702952,-14.627029
1471,tegen,-4.886423,-0.011423147,voor,-0.054999184,-9.929999
1472,tegen,-2.4667196,-0.09171962,voor,-0.078949936,-14.07895
1473,tegen,-1.6029942,-0.22799417,voor,-0.015714068,-6.515714
1474,voor,-0.07186924,-6.3218694,voor,-0.04309248,-10.793093
1475,voor,-0.15158749,-2.4015875,voor,-0.027153963,-7.152154
1476,voor,-0.14959556,-2.0245955,voor,-0.062041964,-13.187042
1477,tegen,-3.4098892,-0.034889102,voor,-0.04864834,-12.423648
1478,tegen,-4.0189257,-0.018925779,voor,-0.100294985,-13.475295
1479,tegen,-6.503813,-0.003812903,tegen,-5.5060244,-0.006024423
1480,tegen,-4.6367707,-0.0117707625,voor,-0.020595144,-11.645596
1481,tegen,-2.4693964,-0.094396375,voor,-0.06204129,-11.937041
1482,tegen,-5.7543545,-0.0043542865,tegen,-4.3886633,-0.013663409
1483,voor,-0.020743214,-8.770743,voor,-0.20151703,-14.451517
1484,tegen,-12.50068,-0.0006799076,voor,-0.012001294,-7.0120015
1485,tegen,-8.126011,-0.0010106575,voor,-0.12700287,-13.752003
1486,voor,-0.48289064,-0.9828906,voor,-0.0090871,-7.759087
1487,tegen,-7.503202,-0.0032020735,voor,-0.03816749,-9.538168
1488,voor,-0.18133502,-2.056335,voor,-0.07049107,-7.695491
1489,tegen,-12.626146,-0.0011464105,tegen,-7.2509975,-0.0009974405
1490,tegen,-1.4125466,-0.28754666,voor,-0.16031227,-15.160313
1491,voor,-0.0620767,-9.687077,tegen,-3.1697354,-0.044735413
1492,tegen,-3.8964837,-0.021483686,voor,-0.16034335,-13.410343
1493,tegen,-4.1416745,-0.016674446,tegen,-12.375723,-0.0007225605
1494,tegen,-7.5061,-0.0061003743,tegen,-2.1314585,-0.13145845
1495,tegen,-6.877669,-0.0026687577,voor,-0.21592267,-1.7159227
1496,voor,-0.018630963,-4.893631,tegen,-5.878573,-0.0035729846
1497,tegen,-9.750722,-0.0007222029,voor,-0.010429717,-7.38543
1498,voor,-0.25202397,-13.252024,tegen,-8.626816,-0.0018157173
1499,voor,-0.010277275,-7.6352773,tegen,-16.000877,-0.0008778738
1500,tegen,-1.8064127,-0.18141267,voor,-0.048655495,-13.0486555
1501,tegen,-3.169397,-0.044397034,voor,-0.0789615,-12.703961
1502,tegen,-1.9134138,-0.16341381,voor,-0.016123755,-9.891124
1503,tegen,-5.507184,-0.007184173,voor,-0.026466103,-9.151466
1504,tegen,-2.4688485,-0.09384854,voor,-0.22098261,-1.7209826
1505,tegen,-5.879513,-0.004512839,tegen,-4.5128875,-0.012887361
1506,tegen,-7.251242,-0.0012422557,voor,-0.01821667,-10.768217
1507,tegen,-1.410723,-0.28572297,voor,-0.048644252,-13.548644
1508,tegen,-10.125497,-0.000496675,voor,-0.026369158,-10.901369
1509,tegen,-8.377121,-0.0021206385,voor,-0.030520137,-7.28052
1510,voor,-0.029828588,-10.279829,tegen,-3.1705627,-0.04556263
1511,tegen,-14.002594,-0.00259385,tegen,-4.2669926,-0.016992332
1512,tegen,-4.3911486,-0.016148623,voor,-0.026451122,-9.276451
1513,tegen,-1.9141465,-0.1641465,voor,-0.011722099,-7.386722
1514,voor,-0.0380929,-11.913093,voor,-0.012617247,-9.637617
1515,voor,-0.017565154,-6.5175653,voor,-0.030839259,-3.7808392
1516,tegen,-10.375393,-0.0003927808,voor,-0.16029835,-12.910298
