,id,PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,gpt-3.5turbo_vote,gpt-3.5turbo_voor_lprob,gpt-3.5turbo_tegen_lprob
2078,2023D05059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.039849855,-3.2434974
2079,2023D05058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.44366008,-1.0265114
2080,2023D05056,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-0.693921,-0.69260496
2081,2023D05049,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-6.0974045,-0.0024050276
2082,2023D05045,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.032373182,-3.447399
2083,2023D05046,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.033880465,-3.4031584
2084,2023D05043,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1,-1.0,tegen,-0.8825325,-0.5342201
2085,2023D04838,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.066255905,-2.7483447
2086,2023D04839,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.00072529854,-7.2847104
2087,2023D04614,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.035715226,-3.3517916
2088,2023D04134,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.06757298,-2.728351
2089,2023D04135,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.19454795,-1.733557
2090,2023D04137,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,-1,-1.0,tegen,-1.2518361,-0.33696872
2091,2023D04136,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,tegen,-1.3983619,-0.28415754
2092,2023D03614,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.025029639,-3.7013717
2093,2023D03654,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-2.1516292,-0.12374754
2094,2023D03803,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.03327102,-3.4205143
2095,2023D03805,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,-1,1.0,1.0,-1,-1.0,voor,-0.012951734,-4.3552217
2096,2023D03806,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,-1.0,voor,-0.11574642,-2.2151022
2097,2023D03802,1.0,,-1.0,1.0,-1.0,1.0,-1,,-1,,1,1.0,-1.0,1,,voor,-0.017194597,-4.0817337
2098,2023D03801,1.0,,-1.0,1.0,-1.0,1.0,-1,,-1,,1,1.0,1.0,1,,voor,-0.28594574,-1.3923033
2099,2023D03616,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0055205813,-5.2077622
2100,2023D03615,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.016294412,-4.1273594
2101,2023D03620,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.012701884,-4.3756247
2102,2023D03619,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.43991444,-1.0333745
2103,2023D02898,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.034470197,-3.3860173
2104,2023D02891,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.030960271,-3.4918444
2105,2023D03548,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.002993632,-5.815711
2106,2023D03546,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.009702741,-4.6525
2107,2023D03545,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.027357787,-3.6141918
2108,2023D03547,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.51446027,-0.91105145
2109,2023D03538,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,1.0,-1,1.0,voor,-0.0141244875,-4.275109
2110,2023D03305,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.098662354,-2.3667974
2111,2023D03303,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.03142326,-3.4762743
2112,2023D02815,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.009518659,-4.6618013
2113,2023D02585,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.06539913,-2.7604256
2114,2023D02861,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.06785718,-2.7245765
2115,2023D02570,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.1359907,-2.0627332
2116,2023D02866,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,1.0,voor,-0.016501972,-4.114511
2117,2023D02855,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.016721448,-4.1071677
2118,2023D02564,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.02205711,-3.8259206
2119,2023D02864,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.012404284,-4.397872
2120,2023D02854,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.02991907,-3.5250173
2121,2023D02863,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,1.0,1,-1.0,voor,-0.14080144,-2.0303469
2122,2023D02862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.17735839,-1.8181589
2123,2023D02865,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0062464615,-5.0848255
2124,2023D02839,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.0063010734,-5.0728693
2125,2023D02842,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,-1.0,-1.0,-1,1.0,voor,-0.24169907,-1.5389479
2126,2023D02841,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.00010950337,-9.414319
2127,2023D02840,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,1.0,-1.0,-1,1.0,voor,-0.088060156,-2.474035
2128,2023D02847,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,-1,1.0,voor,-0.08831643,-2.4711595
2129,2023D02846,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.018235514,-4.0163436
2130,2023D02813,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.013189528,-4.337801
2131,2023D02814,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,-1,1.0,voor,-0.025731048,-3.6735353
2132,2023D02816,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.016836215,-4.0953484
2133,2023D02812,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0058230944,-5.154871
2134,2023D02834,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.07113477,-2.6797888
2135,2023D02835,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.007436128,-4.9069667
2136,2023D02808,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0010890202,-6.831745
2137,2023D02809,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,1.0,voor,-0.11484583,-2.221356
2138,2023D02613,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,tegen,-1.3370017,-0.30480942
2139,2023D02619,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.11383656,-2.2298148
2140,2023D02597,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.49502224,-0.94072765
2141,2023D02623,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.0169812,-4.084814
2142,2023D02620,1.0,1.0,1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.061228476,-2.8241222
2143,2023D02596,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-3.0173101,-0.050383456
2144,2023D02622,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.0028381571,-5.885374
2145,2023D02578,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,-1.0,voor,-0.1432571,-2.0140495
2146,2023D02576,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,tegen,-1.4495072,-0.26771587
2147,2023D02577,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.42450428,-1.0620909
2148,2023D02519,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-3.5292416,-0.029954812
2149,2023D02526,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,1.0,tegen,-1.3095429,-0.31470412
2150,2023D02525,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,-1,1.0,-1.0,-1,1.0,tegen,-1.3692329,-0.29367712
2151,2023D02345,1.0,1.0,-1.0,1.0,1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.007450087,-4.9066906
2152,2023D02515,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.025597196,-3.6792989
2153,2023D02346,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.015560209,-4.180771
2154,2023D02294,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.00536111,-5.235187
2155,2023D02295,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.074327625,-2.6386588
2156,2023D00306,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.040522054,-3.226462
2157,2023D02031,-1.0,1.0,-1.0,,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.25085977,-1.5059218
2158,2023D02030,-1.0,1.0,-1.0,,1.0,1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0019548023,-6.3338947
2159,2023D02291,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0011666494,-6.7786517
2160,2023D02292,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.014084289,-4.270882
2161,2023D02268,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,1.0,voor,-0.14299582,-2.0159435
2162,2023D02269,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,1.0,tegen,-1.4468504,-0.26836455
2163,2023D02265,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.013958631,-4.281304
2164,2023D02280,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.077364594,-2.5978382
2165,2023D02240,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.018707132,-3.9897878
2166,2023D02252,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.113031425,-2.2369747
2167,2023D02251,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,1,-1.0,1,-1.0,-1.0,1,-1.0,voor,-0.37934747,-1.1531969
2168,2023D02242,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0043793283,-5.456505
2169,2023D01581,-1.0,1.0,-1.0,,-1.0,,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.5391314,-0.8756945
2170,2023D01574,1.0,-1.0,-1.0,,-1.0,,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1,-1.0,tegen,-3.5408103,-0.029545655
2171,2023D01580,-1.0,1.0,-1.0,,1.0,,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.6049438,-0.7903572
2172,2023D01575,-1.0,1.0,-1.0,,1.0,,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.021157755,-3.867082
2173,2023D01578,1.0,-1.0,-1.0,,-1.0,,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.108515024,-2.2758048
2174,2023D01573,1.0,-1.0,-1.0,,-1.0,,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,1.0,tegen,-4.931532,-0.007354594
2175,2023D01579,1.0,-1.0,-1.0,,-1.0,,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.54196316,-0.8717895
2176,2023D01564,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-1.054463,-0.4283758
2177,2023D01563,1.0,-1.0,-1.0,,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,1.0,-1.0,-1,-1.0,tegen,-1.8533574,-0.17075741
2178,2023D01566,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.061394524,-2.8217971
2179,2023D01545,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,-1,-1.0,1.0,-1,1.0,voor,-0.21689673,-1.6353424
2180,2023D01567,1.0,-1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,-1,1.0,voor,-0.0002930367,-8.549861
2181,2023D01317,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-8.3278566e-05,-10.862128
2182,2023D01204,-1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,-1.0,voor,-0.004368052,-5.4419556
2183,2023D01205,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.014154698,-4.2664704
2184,2023D01318,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.03924506,-3.258903
2185,2023D01315,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.0015915117,-6.511382
2186,2023D01314,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.035141535,-3.3672547
2187,2023D01309,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.051106393,-3.0004873
2188,2023D01308,1.0,1.0,-1.0,,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,1.0,voor,-0.009438367,-4.6691523
2189,2023D01313,1.0,-1.0,-1.0,,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1,-1.0,voor,-0.18296617,-1.7888126
2190,2023D01311,1.0,1.0,1.0,,1.0,1.0,1,1.0,1,1.0,-1,1.0,1.0,1,1.0,voor,-0.0029259957,-5.842474
2191,2022D56545,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.026514273,-3.6443026
2192,2022D56165,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.011103122,-4.509215
2193,2022D56330,1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.019307988,-3.958521
2194,2022D56102,1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.03373376,-3.40836
2195,2022D55851,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,1.0,voor,-0.15266931,-1.955316
2196,2022D55972,1.0,-1.0,1.0,1.0,1.0,1.0,1,1.0,1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.0034594217,-5.7203746
2197,2022D56175,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.01008564,-4.602939
2198,2022D56105,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0035872376,-5.6450686
2199,2022D56132,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.029298991,-3.545891
2200,2022D56004,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.008727675,-4.748588
2201,2022D56552,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.15138216,-1.9629209
2202,2022D56550,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.61731064,-0.77576554
2203,2022D56548,-1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,voor,-0.042899273,-3.170791
2204,2022D56536,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.022866061,-3.790017
2205,2022D56543,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.5999444,-0.79830486
2206,2022D56532,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-2.419494,-0.09326871
2207,2022D56533,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-0.9873139,-0.4663865
2208,2022D56535,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-4.63192,-0.010126235
2209,2022D56541,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.16068469,-1.9078962
2210,2022D56542,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.01296315,-4.363797
2211,2022D56546,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0021435972,-6.163097
2212,2022D56526,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.037103336,-3.3149202
2213,2022D56522,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.20286381,-1.6951085
2214,2022D56531,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-1.5276364,-0.24490826
2215,2022D56524,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,voor,-0.490722,-0.9473718
2216,2022D56530,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.063348934,-2.7913
2217,2022D56528,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.25557718,-1.4895669
2218,2022D56529,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.07197796,-2.667845
2219,2022D56501,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,1.0,1.0,-1,1.0,tegen,-2.4323058,-0.092183486
2220,2022D56515,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-10.97978,-4.370295e-05
2221,2022D56513,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.16047332,-1.9091687
2222,2022D56517,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-9.978467,-8.12521e-05
2223,2022D56516,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,tegen,-3.8536367,-0.021630334
2224,2022D56508,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,tegen,-1.381034,-0.2895156
2225,2022D56512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.40716735,-1.0955523
2226,2022D56511,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,1.0,-1,-1.0,1.0,-1,-1.0,voor,-0.6402045,-0.7491599
2227,2022D56509,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,-1.0,voor,-0.5655665,-0.83954185
2228,2022D56499,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,1,1.0,voor,-0.0051744664,-5.278246
2229,2022D56488,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-3.8837192,-0.020876545
2230,2022D56502,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,1.0,-1,1.0,voor,-0.15777305,-1.9251204
2231,2022D56486,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0,-1,-1.0,-1,-1.0,1.0,-1,-1.0,tegen,-2.8121512,-0.062126324
2232,2022D56487,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,-1.0,1,-1.0,1.0,1,1.0,voor,-0.1671731,-1.8715074
2233,2022D56485,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,-1.0,1.0,-1,1.0,voor,-0.0020384411,-6.201818
2234,2022D56460,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.006265897,-5.0776963
2235,2022D56441,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,-1.0,1,-1.0,voor,-0.0006635877,-7.324814
2236,2022D56483,-1.0,1.0,1.0,1.0,1.0,1.0,1,-1.0,1,1.0,-1,1.0,-1.0,1,1.0,voor,-0.0052645956,-5.26232
2237,2022D56151,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1.0,-1,-1.0,1,1.0,-1.0,1,-1.0,voor,-0.08789509,-2.4764087
2238,2022D56155,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1.0,1,-1.0,-1,1.0,-1.0,1,1.0,voor,-0.003614086,-5.7161613
2239,2022D56213,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1.0,1,1.0,1,-1.0,-1.0,1,1.0,voor,-0.0008610807,-7.1312246
2240,2022D56435,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1.0,-1,1.0,1,1.0,1.0,1,-1.0,voor,-0.080296405,-2.5622492
2241,2022D56150,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1.0,-1,1.0,1,-1.0,-1.0,1,-1.0,voor,-0.0097508915,-4.636616
