moties_small,id,moties_volledig
2004,2023D07465,"verzoekt de regering om de effecten van de heffingsvrije import vanuit Oekraïne op de pluimveesector in kaart te brengen,"
2005,2023D07468,"spreekt uit dat de verantwoordelijke(n) voor deze aanslag duidelijk niet onze vriend is/zijn en dat Nederland vanzelfsprekend niet in een militair bondgenootschap met de dader(s) zou moeten zitten,"
2006,2023D07469,"spreekt uit dat Nederlandse dienstplichtigen nooit mogen worden uitgezonden om in het huidige conflict in Oekraïne te gaan vechten,"
2007,2023D07380,"verzoekt het kabinet in dit kader niet in te stemmen met het opzetten van nieuwe structurele Europese fondsen gefinancierd door nieuwe gezamen-lijke schulduitgiften en meer nationale garanties,"
2008,2023D07389,"verzoekt de regering inzichtelijk te maken hoeveel geld er momenteel nog op de plank ligt aan Europese fondsen,"
2009,2023D07387,"verzoekt de regering niet in te stemmen met een Europees soevereiniteits-fonds,"
2010,2023D07383,"verzoekt het kabinet zich er met gelijkgestemde landen voor in te zetten dat de Europese implementatie de internationale afspraken, met name als het gaat om het consistent toepassen van de output floor, op geen enkele wijze afzwakt,"
2011,2023D07388,"verzoekt de regering om geen Europese schulden meer te accorderen ten behoeve van extra EU-uitgaven aan lidstaten of aan het bedrijfsleven,"
2012,2023D06638,"verzoekt het kabinet haast te maken met het verzwaren van het energienet, zodat deze ondernemers snel kunnen verduurzamen en niet worden benadeeld door afschaffing van de vrijstelling,"
2013,2023D06639,"verzoekt de regering bij noodgedwongen extra uitgaven de begrotings-regels te hanteren en niet in de eerste plaats de lastendruk voor het bedrijfsleven te verhogen,"
2014,2023D06341,"verzoekt de regering het experimenteren met de Nederlandse e-wallet te pauzeren,"
2015,2023D06326,"verzoekt het kabinet bij zowel de eerstvolgende evaluatie van het Rijksbreed cloudbeleid 2022 als bij het aflopen van de I-strategie Rijk 2021–2025 de doorgifte van persoonsgegevens en overheidsdata naar landen buiten de EER te heroverwegen en de keuze te maken voor een Europees cloudinitiatief,"
2016,2023D06328,"verzoekt de regering om als twaalfde randvoorwaarde voor gebruik van publieke cloudvoorzieningen te laten gelden dat dit pas kan na inrichting van een goede democratische controle,"
2017,2023D06636,"verzoekt het kabinet om samen met VNO-NCW, MKB-Nederland en Ondernemend Nederland te onderzoeken of en zo ja, hoe de sociale lasten van ondernemers voor een eerste aantal werknemers verlaagd kunnen worden, zonder dat de werknemer daarvan de dupe is, en de Kamer hierover voor het zomerreces te informeren,"
2018,2023D06634,"verzoekt de regering in het vestigingsbeleid in te zetten op een eerlijke verdeling tussen regio’s en bevolkingsgroepen,"
2019,2023D06632,"verzoekt de regering de financieel-economische en sociaal-maatschappelijke gevolgen voor het vestigingsklimaat van het gevoerde kabinetsbeleid uit het afgelopen decennium middels een onafhankelijk onderzoek in beeld te brengen,"
2020,2023D06629," roept het kabinet op de verhoging van het lage Vpb-tarief zo snel als mogelijk weer terug te draaien,"
2021,2023D06630,"verzoekt de regering als doel te hanteren dat het bedrijfsleven bijdraagt aan een toename van de lonen in het kader van wederkerigheid,"
2022,2023D06626,"verzoekt de regering om groenbedrijven met SBl-code 8130 voor de inwerkingtreding van de nieuwe tranche op 9 mei 2023 op te nemen in de Subsidieregeling Schoon en Emissieloos Bouwmaterieel (SSEB),"
2023,2023D06628,"verzoekt het kabinet met een uitgewerkte visie te komen om de regeldruk voor ondernemers te verminderen,"
2024,2023D06631,"verzoekt de regering om het Centraal Planbureau te verzoeken om de subsidie- en belastingregelingen die worden verleend ten behoeve van het vestigingsklimaat, op doelmatigheid te evalueren,"
2025,2023D06624,"verzoekt de regering als voorwaarde voor subsidie en steun vanuit de overheid te toetsen of een bedrijf past binnen een klimaatneutrale economie,"
2026,2023D06095,"verzoekt de regering in beeld te brengen om welke ongelijkheid dit gaat, zowel op de toekenning van financiële voorzieningen zoals bijstand en bijzondere bijstand als de voorwaarden voor tegenprestaties die geleverd moet worden, teneinde inzicht te krijgen hoe sociale gelijkheid tussen verschillende gemeenten gewaarborgd kan worden,"
2027,2023D06093,"verzoekt de regering , de RVU ook na 2025 te behouden, totdat er vergelijkbare, structurele maatregelen genomen zijn,"
2028,2023D06281,"verzoekt de regering om te onderzoeken welke mogelijkheden er zijn om ook jongeren die niet studeren recht te geven op een vergelijkbaar bedrag als studenten, bijvoorbeeld in de vorm van een startkapitaal van € 10.000,"
2029,2023D06288,"roept het kabinet op bij de vooruitblik naar de volgende begroting in de Voorjaarsnota ruimte te zoeken voor financiële compensatie voor het leenstelsel,"
2030,2023D06279,"verzoekt de regering om maatwerk toe te passen, zodat studenten met een functiebeperking ook langer dan een jaar uitloop kunnen hebben met behoud van studiefinanciering,"
2031,2023D06289,"verzoekt de regering te onderzoeken wat het effect is van de herinvoering van de basisbeurs op het aantal EER-studenten dat in Nederland komt studeren; verzoekt de regering te onderzoeken of een betere indicator nodig is,"
2032,2023D06285,"verzoekt de regering de tijdelijke verhoging van de basisbeurs structureel te maken, en de Kamer over de uitwerking te informeren,"
2033,2023D06282,"verzoekt de regering in aanloop naar de Voorjaarsnota de opties te verkennen om de groep uitwonende studenten die aankomend collegejaar geen recht meer heeft op de prestatiebeurs en daarmee vooralsnog ook geen koopkrachtcompensatie ontvangt, alsnog te voorzien van een vergelijkbare koopkrachtcompensatie als reeds voorgesteld voor de prestatiebeursgerechtigde groep studenten in het collegejaar 2023–2024, en de Kamer hierover ruim voorafgaand aan de behandeling van de Voorjaarsnota te informeren,"
2034,2023D06291,"verzoekt de regering het advies van het SER Jongerenplatform te volgen en een structurele basisbeurs van € 421 voor uitwonende studenten uit te keren en op dit bedrag jaarlijks een inflatiecorrectie toe te passen,"
2035,2023D06280,"verzoekt de regering om verschillende alternatieve stelsels in kaart te brengen, zodat er een fundamenteel gesprek op gang komt over de toegankelijkheid van het onderwijs, doelmatigheid en kansengelijkheid voor alle jongeren,"
2036,2023D06284,"verzoekt de regering de rente op studieleningen permanent op 0% vast te stellen,"
2037,2023D06106,"verzoekt de regering conform dit uitgangspunt de lonen en uitkeringen te verhogen,"
2038,2023D06101,"verzoekt de regering ervoor te zorgen dat de energietoeslag 2023 per direct kan worden aangevraagd en per direct volledig door gemeentes kan worden uitgekeerd,"
2039,2023D06099,"verzoekt de regering om deze toelage ook beschikbaar te stellen aan de groep 18- tot 21-jarigen die uitwonend is maar niet studeert,"
2040,2023D06100,"verzoekt de regering te bewerkstelligen dat huishoudens die het afgelopen jaar door de hoge energiekosten hun kachel noodgedwongen hebben uitgezet en daardoor nu niet in aanmerking komen voor het Tijdelijk Noodfonds Energie, daar alsnog toegang toe krijgen,"
2041,2023D06097,"verzoekt de regering spoedig, doch uiterlijk voor de zomer, een voorstel te doen aan de Kamer om een oplossing te bieden voor de weerslag van de lagere beslagvrije voet voor AOW-gerechtigden op de financiële zelfred-zaamheid van ouderen,"
2042,2023D06092,"verzoekt de regering inzichtelijk te maken of en hoe pensioenfondsen zich voorbereiden op het invaren en de verdeling van circa 1.500 miljard euro aan pensioenvermogen, hoe de administratie op dit gebied is geregeld en welke zorgen en risico’s pensioenfondsen daarbij ervaren of voorzien,"
2043,2023D06091,"verzoekt de regering voor de aangekondigde versoepelde indexatieregels per april 2023 de intentieverklaring voor pensioenfondsen tot overgang naar een nieuw pensioenstelsel te schrappen,"
2044,2023D06089,"verzoekt de regering op het persoonlijk pensioenoverzicht zichtbaar te maken wat de verandering in pensioenhoogte is ten opzichte van het vorige jaar,"
2045,2023D06088,"verzoekt de regering een onafhankelijke toets uit te voeren op het advies van de Commissie Parameters uit 2022 en de DNB-analyse naar de transitie-effecten uit december 2022,"
2046,2023D06000,"verzoekt de regering om met een plan te komen om de ontwikkeling en productie van vaccins in Nederland te stimuleren,"
2047,2023D05644,"verzoekt de regering te onderzoeken hoe, bijvoorbeeld door een aanwijzing, het inzetten van de reeds aangekochte stikstofrechten voor een natuurvergunning door de Schiphol Group voorkomen kan worden,"
2048,2023D05998,"verzoekt de regering de voorgenomen verkoop van Intravacc stop te zetten en Intravacc in overheidshanden te houden; verzoekt de regering om in gesprek te treden met Intravacc over welke investeringsbehoeftes zij hebben, en een plan voor te leggen aan de Kamer,"
2049,2023D05112,"verzoekt de regering concrete targets te formuleren met betrekking tot het terugbrengen van de asielinstroom en deze inwilligingspercentages met de Kamer te delen,"
2050,2023D05165,verzoekt de regering in Europees verband de mogelijkheid te onderzoeken om voorwaarden te stellen rondom ontwikkelingshulp wanneer ontwikke-lingslanden weigeren asielzoekers terug te nemen;
2051,2023D05158,"verzoekt het kabinet de mogelijkheid te onderzoeken voor het organiseren van een internationale conferentie met experts op het gebied van internationaal recht, «daden van agressie» en staatsimmuniteit over de mogelijkheden voor het confisqueren van kapitaal van Russische staatsbedrijven in Nederland en Europa,"
2052,2023D05319,"verzoekt de regering te voorkomen dat Twente Airport wordt ingezet als burgerluchthaven,"
2053,2023D05320,"verzoekt de regering Twente Airport toekomstbestendig te maken en te houden ten behoeve van de ontsluiting van Oost-Nederland met de rest van Europa, naast test-, onderhouds- en onderzoekslocatie voor de nationale luchtvaart,"
2054,2023D05322,"verzoekt de regering in kaart te brengen op welke punten Europese en internationale regels en afspraken de Nederlandse ambities belemmeren als het gaat om de omvang van de luchtvaart, en de Kamer hierover te informeren; verzoekt de regering zich op Europees niveau uit te spreken ten aanzien van de onderlinge strijdigheid van deze regels en de Kamer te informeren over de uitkomsten van dit gesprek,"
2055,2023D05312,"verzoekt de regering om ook kleine passagiersvliegtuigen onder de regels voor slotcoördinatie te brengen en hiervoor op geen van de luchthavens van nationaal belang slots in te ruimen, tenzij een vlucht een dringend maatschappelijk belang dient, zoals bijvoorbeeld medische vluchten,"
2056,2023D05313,"verzoekt de regering om er zorg voor te dragen dat omwonenden van Schiphol individueel of collectief niet aan méér geluidsoverlast worden blootgesteld dan wettelijk mag, dan is afgesproken en beloofd of waar ze tot nu toe mee werden geconfronteerd,"
2057,2023D05299,"verzoekt de regering zo veel mogelijk ruimte te bieden aan de AIVD, immigratiediensten en de NCTV om deze vrijgekomen terroristen in de gaten te houden en risico’s voor de nationale veiligheid te minimaliseren,"
2058,2023D05316,"verzoekt de regering op de kortst mogelijke termijn grenswaarden voor zeer zorgwekkende stoffen op te nemen in alle luchthavenbesluiten; verzoekt de regering de Wet luchtvaart te wijzigen en een minimalisatie- en informatieplicht over de uitstoot van zeer zorgwekkende stoffen op te nemen in lijn met het Activiteitenbesluit milieubeheer,"
2059,2023D05121,"verzoekt de regering te bevorderen dat het tegengaan van irreguliere migratie een veel integraler onderdeel vormt van de werkzaamheden van de EU-buitenlandcoördinator en de afzonderlijke buitenlandministers; verzoekt de regering tevens in Europees verband voorstellen te doen voor de concrete «wortel en stok»-benadering die de EU kan hanteren ten aanzien van «instrumentalisering» van migratie door derde landen en bij niet meewerken aan terugkeer van afgewezen asielzoekers,"
2060,2023D05122,"verzoekt de regering te stoppen met het binnenlaten van asielzoekers die parasiteren op onze verzorgingsstaat,"
2061,2023D05294,"verzoekt de regering de uitspraak van de Raad van State om Fatima H. weer haar Nederlanderschap terug te geven naast zich neer te leggen; verzoekt de regering Fatima H. na het uitzitten van haar straf zo snel mogelijk het land uit te zetten,"
2062,2023D05094,"verzoekt de regering alvorens de definitieve invoeringsdatum wordt bepaald, eerst een positief advies van het Adviescollege ICT-toetsing af te wachten,"
2063,2023D05115,"verzoekt de regering over te gaan op de invoering van grensbewaking,"
2064,2023D05093,"verzoekt de regering om te voldoen aan de wens van bestuurlijke partijen als de VNG en zo spoedig mogelijk, doch uiterlijk 1 juli 2023, definitief duidelijkheid te verschaffen over de inwerkingtreding per 1 januari 2024, of, indien daar op dat moment onvoldoende zekerheid over bestaat, met de VNG in gesprek te gaan over de consequenties voor de inwerking-treding,"
2065,2023D05108,"verzoekt de regering om de Kamer te informeren over de totale kosten rond de nareismaatregel, die door een voorlichtingsverzoek aan de Raad van State voorkomen hadden kunnen worden,"
2066,2023D05104,"verzoekt de regering voor de verkiezingen van 15 maart aanstaande met een noodplan te komen om de tekorten in de vluchtelingenopvang op te lossen,"
2067,2023D05107,"verzoekt de regering op korte termijn te voorzien in een geactualiseerd algemeen ambtsbericht Iran,"
2068,2023D05103,"verzoekt de regering in het voorjaar met lokale bewoners en gemeenten met een azc of aanmeldcentrum in gesprek te gaan over welke maatre-gelen er genomen kunnen worden om overlast in de zomer te voorkomen of te beperken,"
2069,2023D05102,"verzoekt de regering zo snel mogelijk omtrent het terugnemen van onderdanen met een concrete uitwerking van het actieplan met Marokko te komen,"
2070,2023D04878,"verzoekt de regering de Klimaatwet in te trekken,"
2071,2023D04881,"verzoekt de regering alvorens een wetsvoorstel in te dienen om het streefdoel voor CO2-reductie in 2030 bindend te maken eerst vast te stellen wat de doelstelling voor 2030 betekent voor het beleid en of het bijbehorende maatregelenpakket sociaal-maatschappelijk aanvaardbaar en systeemtechnisch haalbaar is met behoud van een betrouwbare energievoorziening,"
2072,2023D04879,"verzoekt de regering om een inventaris te maken van klimaatmaatregelen waarvan huishoudens met een laag of normaal inkomen het meest profiteren en van maatregelen waarbij de zwaarste lasten worden gedragen door de sterkste schouders en de grootste vervuilers; verzoekt de regering om deze overzichten op te nemen in het ibo,"
2073,2023D04876,"verzoekt de regering voor voorstellen met een negatieve klimaatimpact (netto negatief CO2-saldo) aan te geven welke maatregelen er worden genomen om deze impact te beperken,"
2074,2023D04874,"verzoekt de regering te onderzoeken wat een nationaal emissiebudget is dat op zijn minst in lijn is met de Europese NDC voor de 1,5 graaddoel-stelling die is vastgelegd in het Parijsakkoord,"
2075,2023D04872,"verzoekt de regering om de «indirecte kostencompensatie ETS» definitief af te schaffen,"
2076,2023D04867,"verzoekt de regering fossiele bedrijven uit te sluiten van subsidies wanneer zij hun winsten gebruiken voor de aankoop van eigen aandelen,"
2077,2023D04868,"verzoekt de regering alle onderzoeken, analyses, onderliggende modellen en andere zaken die onderliggend zijn aan beleidsvoorstellen te laten uitgaan van de doelen die in het coalitieakkoord zijn opgenomen,"
2078,2023D05059," spreekt zorgen uit over de mogelijkheid van strafrechtelijke willekeur; roept de regering op zich in EU-verband in te zetten voor een humane en rechtvaardige behandeling van deze moedige criticus van de Matrix,"
2079,2023D05058,"roept de regering op om tijdens de Europese top te pleiten voor het opheffen, of in elk geval verlichten, van de sancties tegen Syrië, teneinde de burgerbe-volking niet verder in nood te brengen en mogelijkheden te openen voor humanitair herstel,"
2080,2023D05056,"verzoekt de regering uit te sluiten dat daartoe aanvullende fondsen worden uitgetrokken met nieuwe leningen, bijvoorbeeld via een soevereiniteitsfonds,"
2081,2023D05049,"verzoekt de regering per direct een totale asielstop in te voeren,"
2082,2023D05045,"verzoekt de regering uiterlijk 15 maart aanstaande met een integraal plan te komen om grip op migratie te krijgen,"
2083,2023D05046,"verzoekt de regering in Brussel te bepleiten dat de jaarrekeningen en jaarverslagen van de EVF openbaar worden gemaakt; verzoekt tevens om de EVF onder te brengen bij de Europese Rekenkamer,"
2084,2023D05043,"verzoekt de regering om met bondgenoten te bezien of Oekraïense piloten in afwachting van een leveringsbesluit of swapdeal met Centraal-Europese landen, reeds getraind kunnen worden in moderne jachtvlieg-tuigen zoals F-16’s en Typhoons; verzoekt de regering samen met gelijkgezinde landen een fighter jet-coalitie op te richten,"
2085,2023D04838,"verzoekt de regering te regelen dat alle vormen van leefgeld in de jeugdzorg jaarlijks worden geïndexeerd,"
2086,2023D04839,"verzoekt de regering voldoende financiële middelen beschikbaar te stellen om de transitie van gesloten naar open plaatsen mogelijk te maken zonder dat er jongeren tussen wal en schip vallen,"
2087,2023D04614,"verzoekt de regering , naast het nalevingstoezicht op de leerresultaten van het onderwijs op grond van de de stimulerende taak van de inspectie aandacht te besteden aan bewezen (in)effectieve methoden,"
2088,2023D04134,"verzoekt het kabinet het onderdeel normhuren uit de Wijziging van de Wet op de huurtoeslag en enige andere wetten te schrappen,"
2089,2023D04135,"verzoekt de regering de huurverlaging te doen gelden voor alle sociale huurders,"
2090,2023D04137,"verzoekt de regering de huurprijzen in de sociale sector met 20% te verlagen,"
2091,2023D04136,"verzoekt de regering de inkomensgrens te schrappen,"
2092,2023D03614,"verzoekt de regering om bij de invoering van maatregelen en verplich-tingen om het binnenklimaat op de scholen te verbeteren een hardheids-clausule in te voeren die schoolbesturen de mogelijkheid biedt om een beroep te doen op extra bekostiging wanneer de maatregelen en verplichtingen hen bij een schoolgebouw voor een onmogelijke opgave plaatsen,"
2093,2023D03654,"verzoekt de regering Tula geen onderdeel te laten zijn van het herdenkingsjaar,"
2094,2023D03803,"verzoekt de regering die onderdelen van de zorg die cruciaal zijn tijdens een crisis, zoals persoonlijke beschermingsmiddelen, bepaalde genees-middelen, apparatuur en de ic-capaciteit uit de marktwerking te halen en van die onderdelen een niet-economische dienst van algemeen belang (NEDAB) te maken,"
2095,2023D03805,"verzoekt de regering werk te maken van soevereiniteit op het gebied van de productie van medische hulpmiddelen en medicijnen, door het stimuleren van een nationale productieketen die levert voor de nationale markt,"
2096,2023D03806,"verzoekt de regering bij de nationale crisisbestrijding nooit meer zogenaamd informele crisis- en overlegstructuren in het leven te roepen, teneinde een transparant en juridisch crisisapparaat te waarborgen,"
2097,2023D03802,"verzoekt de regering dit te erkennen en excuses hiervoor aan te bieden,"
2098,2023D03801,"verzoekt de regering voortaan te bewerkstelligen dat het in situaties van schaarste aan de politiek is en niet aan medische experts om de finale keuzes te maken over de prioritering, over wie wel en wie niet (pagina 151),"
2099,2023D03616,"verzoekt de regering om te onderzoeken hoeveel studenten kampen met long covid en hoeveel studenten kampen met financiële problemen vanwege deze klachten en tevens te onderzoeken welke oplossingen er zijn voor het ondersteunen van deze studenten, en deze binnen een halfjaar aan de Kamer te presenteren,"
2100,2023D03615,"verzoekt de regering om met werkgevers aan tafel te gaan om afspraken te maken om tot een dergelijke regeling te komen voor onderwijsper-soneel met long covid,"
2101,2023D03620,"verzoekt de regering om zich er met urgentie voor in te spannen dat er een centraal beeld komt van de aantallen leerplichtige vluchtelingen en vluchtelingenkinderen die onderwijs mislopen, en hier binnen vier weken over terug te koppelen aan de Kamer,"
2102,2023D03619,"verzoekt de regering om in samenspraak met onderwijsinstellingen en belangenorganisaties voor het voorjaar 2023 een regeling te treffen waardoor voor vluchtelingstudenten en jongeren die in afwachting zijn van een verblijfsstatus standaard het wettelijk collegegeld wordt gevraagd,"
2103,2023D02898,"verzoekt de regering te onderzoeken hoe er om wordt gegaan met smartengeld binnen de participatiewet in verband met de inkomens- en vermogenstoets,"
2104,2023D02891,"verzoekt de regering te onderzoeken hoe er om wordt gegaan met smartengeld binnen de participatiewet in verband met de inkomens- en vermogenstoets,"
2105,2023D03548,"spreekt uit dat universitair onderwijs in de Nederlandse taal een waarde en doel op zichzelf vertegenwoordigt, dat het Ministerie van Onderwijs, Cultuur en Wetenschap als een belangrijk uitgangspunt voor beleid zou moeten hanteren,"
2106,2023D03546,"roept de regering op in overleg te treden met universiteiten om een toetsingskader te ontwikkelen dat Engels onderwijs alleen toestaat wanneer dat een aantoonbaar functionele meerwaarde heeft en krijgt,"
2107,2023D03545,"verzoekt de regering het Nederlands als onderwijstaal op de universiteiten in alle bacheloropleidingen te herstellen, op verantwoorde uitzonderingen na, met daarbij de aantekening dat buitenlandse studenten dan nog steeds welkom zijn,"
2108,2023D03547,"verzoekt de regering de belangen van Nederlandse studenten voorop te stellen en de voorrangsregelingen voor huisvesting van internationale studenten te doen beëindigen,"
2109,2023D03538,"verzoekt de regering voor eind april een bestuursakkoord te sluiten met de instellingen van hoger onderwijs, om over een periode van vijf jaar geleidelijk weer terug te keren naar de situatie van vijf jaar geleden; verzoekt de regering om in het akkoord rekening te houden met instel-lingen voor hoger onderwijs in de grensregio, tekortsectoren die specifiek opleiden en klaarstomen voor de Nederlandse arbeidsmarkt en zeer specialistische opleidingen; verzoekt de regering, indien er geen akkoord ligt, om in mei wettelijke maatregelen voor te stellen aan de Kamer en ook bij niet-naleving wettelijke maatregelen te nemen teneinde het beoogde resultaat te bereiken,"
2110,2023D03305,"verzoekt de regering er binnen vier maanden voor te zorgen dat wanneer een rechtzoekende uitgenodigd wordt bij de Jeugdbeschermingstafel, een zelfgekozen advocaat via de Raad voor Rechtsbijstand wordt toegevoegd,"
2111,2023D03303,"verzoekt de regering de noodzakelijke stappen te nemen om te komen tot verplichte rechterlijke toetsing bij terug- of overplaatsing van een kind na minimaal een jaar verblijf, zowel bij verblijf in een pleeggezin als in een gezinshuis en/of elders wonen in het kader van een voogdijmaatregel, en de Kamer hierover voor het meireces van 2023 te informeren,"
2112,2023D02815,"verzoekt de regering te onderzoeken wat variabele beprijzing bijdraagt aan het dempen van de pieken op het stroomnet, en de Kamer hierover te informeren,"
2113,2023D02585,"verzoekt de regering te bevorderen dat binnen alle arbeidsmarktregio’s sociaal ontwikkelbedrijven aanhaken bij de RMT’s,"
2114,2023D02861,"verzoekt de regering om houtstook in woningen uit te faseren en hiertoe vóór het meireces een tijdpad te presenteren,"
2115,2023D02570,"verzoekt de regering om de sociale uitkeringen in 2023 nog te verhogen naar het reële sociaal minimum,"
2116,2023D02866,"verzoekt het kabinet om emissies van biologische oorsprong door mens en dier niet onder hetzelfde beleid te laten vallen als industriële emissies en de korte cyclus los te koppelen van de lange cyclus van industriële emissies,"
2117,2023D02855,"verzoekt de regering alle mogelijkheden en eventuele onmogelijkheden inzake de routering van risicovolle transporten opnieuw te onderzoeken, en de uitkomst hiervan terug te koppelen aan de Kamer en de betreffende gemeenten; verzoekt de regering, indien Europese regels routering van goederen-treinen met gevaarlijke stoffen belemmeren, precies aan te geven welke regels dit betreft en op Europees niveau de wijziging daarvan te agenderen,"
2118,2023D02564,"verzoekt de regering bij het informeren over de onderzoeksresultaten gelijktijdig de Kamer te informeren over de mogelijke, onderbouwde scenario’s, inclusief kabinetsappreciatie, en met een voorgenomen tijdpad tot invoering van het werkelijk sociaal minimum voor Caribisch Nederland te komen, zodat de Kamer hierover met de Minister, indien zij dat nodig acht, tijdig in debat kan gaan,"
2119,2023D02864,"verzoekt de regering om zich er in Europa voor in te zetten dat de WHO-normen voor luchtkwaliteit worden vastgelegd in de herziening van de Luchtkwaliteitsrichtlijn,"
2120,2023D02854,"verzoekt de regering , samen de sectoren en gemeenten die hiermee te maken hebben, een plan op te stellen over hoe eventuele toekomstige groei van het vervoer van gevaarlijke goederen en stoffen op een veilige manier georganiseerd kan worden, en daarbij ook alternatieve transport-modaliteiten te overwegen, alvorens groei boven huidige risicoplafonds toe te staan,"
2121,2023D02863,"verzoekt de regering de bescherming van deze bewoners voorop te stellen en af te zien van het hoger beroep,"
2122,2023D02862,"verzoekt de regering bij de stikstofaanpak ook een verbeterde luchtkwa-liteit te garanderen en geen belastinggeld te steken in het verplaatsen van veehouderijen,"
2123,2023D02865,"verzoekt de regering een interdepartementaal beleidsonderzoek op te stellen met een groslijst aan maatregelen voor deze sectoren, die een significante bijdrage kunnen leveren aan de verbetering van de luchtkwaliteit,"
2124,2023D02839,"verzoekt het kabinet een feitelijke onderbouwing te maken van de verwachte dalende prijzen voor zonnepanelen, en de Kamer hier op zo kort mogelijke termijn over te informeren,"
2125,2023D02842,"verzoekt de regering om een mogelijke afschaffing van de salderingsre-geling pas uit te voeren wanneer minimaal 5 miljoen huishoudens zonnepanelen terugverdiend hebben,"
2126,2023D02841,"verzoekt de regering om te onderzoeken hoe ze netbeheerders kunnen ondersteunen op het gebied van netcapaciteit en het netbeheerders mogelijk te maken om tijdig te kunnen voorsorteren op toekomstige capaciteitsbehoeftes,"
2127,2023D02840,"verzoekt de regering om de terugleveringswaarde van 80% voor minimaal tien jaar vast te leggen en dat eventuele wijzigingen daarop minimaal drie jaar voor de ingangsdatum daarvan worden vastgesteld en gecommuni-ceerd,"
2128,2023D02847,"verzoekt de regering de salderingsregeling niet af te bouwen tot in ieder geval 2030,"
2129,2023D02846,"verzoekt de regering ervoor te zorgen dat elk jaar in aanloop naar het Belastingplan onafhankelijk inzicht gegeven wordt in de actuele terugver-dientermijn voor investeringen in zonnepanelen door kleinverbruikers,"
2130,2023D02813,"verzoekt de regering om nog vóór het debat over de ibo-klimaatmaatregelenlijst met een concreet plan te komen om zowel de mogelijkheden voor lokale opslag als het lokaal delen van energie te borgen en dit vervolgens in de Energiewet op te nemen,"
2131,2023D02814,"verzoekt de regering om de salderingsregeling voor zonne-energie niet af te schaffen,"
2132,2023D02816,"verzoekt de regering om te onderzoeken of het een rendabele oplossing is om via hydrolyse waterstof te produceren door gebruik te maken van overtollige energie op de piekmomenten,"
2133,2023D02812,"verzoekt de regering om nog vóór het debat over de ibo-klimaatmaatregelenlijst een plan te presenteren voor de uitrol van zonnepanelen op dak en de verduurzaming van huizen die in lijn is met het klimaatdoel van 60% CO2-reductie,"
2134,2023D02834,"verzoekt de regering te onderzoeken wat de invloed is geweest van zonnestroom op de algemene consumentenprijs en welk voordeel de energieleveranciers hebben bij het doorverkopen van (goedkope) zonnestroom,"
2135,2023D02835,"verzoekt de regering het mogelijk te maken dat huishoudens kunnen kiezen hoe en aan wie zij hun opgewekte energie doorleveren en niet verplicht worden die te verkopen aan de energieleverancier,"
2136,2023D02808,"verzoekt de regering om voor het debat over het ibo en aanvullend klimaatbeleid met een doorgerekend plan te komen waarmee huishoudens in de sociale huursector en huishoudens in energiearmoede zo snel mogelijk zo veel mogelijk toegang krijgen tot goedkope zonne-energie; verzoekt de regering jaarlijks te rapporteren over de voortgang hiervan in de KEV,     kst-35594-30ISSN 0921 - 7371’s-Gravenhage 2023Tweede Kamer, vergaderjaar 2022–2023, 35 594, nr. 301 /n"
2137,2023D02809,"verzoekt de regering om in het ibo van Van Geest per maatregel de inkomenseffecten weer te geven voor verschillende inkomensgroepen; verzoekt om jaarlijks in de KEV te rapporteren over de inkomenseffecten van staand klimaatbeleid,"
2138,2023D02613,"verzoekt de regering geen belastinggeld te verspillen aan een nieuwe subsidieregeling voor mestvergisters,"
2139,2023D02619,"verzoekt het kabinet dit jaar nog een ruimhartige compensatie uit te keren voor de gedupeerde derogatieboeren,"
2140,2023D02597,"verzoekt de regering dit besluit uiterlijk 15 februari in werking te laten treden, zodat ook bufferstroken niet kunnen worden bemest; verzoekt de regering om vooruitlopend op de inwerkingtreding van het besluit gebruik meststoffen de communicatie op de site van de RVO aan te passen,"
2141,2023D02623,"verzoekt de regering de verwachte effecten van bufferstroken en het verlies van derogatie op nitraatuitspoeling, voedselproductie en broeikas-gasemissies in Nederland compleet in beeld te brengen,"
2142,2023D02620,"spreekt uit dat bewindslieden de Kamer tijdig moeten informeren; spreekt uit dat onvoldoende informeren bijdraagt aan het beeld van een onbetrouwbare overheid,"
2143,2023D02596,", zegt het vertrouwen in de Minister van Landbouw, Natuur en Voedselkwa-liteit op,"
2144,2023D02622,"verzoekt de regering met de deltalanden in gesprek te gaan en samen op te trekken, met de insteek om binnen de EU te komen tot een gedifferen-tieerd landbouwbeleid, dat is afgestemd op de bodem- en klimatologische omstandigheden binnen de verschillende delen van Europa,"
2145,2023D02578,"verzoekt de regering de kostendelersnorm in zijn geheel af te schaffen,"
2146,2023D02576,"verzoekt de regering om de vrijlating op 25% te houden,"
2147,2023D02577,"verzoekt de regering de zoekplicht voor jongeren volledig af te schaffen,"
2148,2023D02519,"spreekt uit dat 200 miljoen euro voor een bewustmakingsfonds waanzin is,"
2149,2023D02526,"verzoekt de regering te stoppen met het lelijke neologisme «tot slaaf gemaakte» aangezien «slaaf» een keurig en neutraal Nederlands woord is en «tot slaaf gemaakte» woke nieuwspraak is, geschoeid op Amerikaanse «critical race theory»-leest,"
2150,2023D02525,"verzoekt de regering uit te spreken dat er niet wordt overgegaan tot herstelbetalingen voor de trans-Atlantische slavenhandel,"
